country,party,party_id,position,eu_salience,eu_dissent,eu_asylum,eu_budgets,lrgen,lrecon,lrecon_clear,lrecon_salience,galtan,galtan_clear,galtan_salience,immigrate_policy,immigra_salience,immigrate_dissent,multiculturalism,multicult_salience,multicult_dissent,ethnic_minorities,galtan_new,galtan_new_clear,galtan_new_salience,people_vs_elite,antielite_salience,corrupt_salience,members_vs_leadership
swe,V,1601,somewhat opposed,4,2,5,Strogly opposes,2,2,9,9,2,6,7,2,8,6,3,5,5,.d,3,6,6,6,6,2,5
swe,V,1601,opposed,2,1,3,2,1,extreme left,9,9,8,9,5,2,9,2,2,7,party was completely united,.d,6,9,7,3,7,8,3
swe,SAP,1602,in favor,3,6,6,3,4,3,7,7,6,5,5,5,6,7,5,6,7,5,7,4,6,3,2,1,6
swe,SAP,1602,,,,Strongly favors,2,4,4,6,7,center,5,5,6,6,8,6,7,7,6,5,3,4,1,3,6,6
swe,SAP,1602,in favor,5,1,5,4,4,4,8,great importance,,Completely Clear,7,7,,5,2,6,4,6,5,9,7,Elected officials make decisions,not important at all,1,7
swe,SAP,1602,in favor,8,4,6,2,4,4,6,7,4,6,5,7,6,8,5,6,7,5,6,4,4,3,1,3,7
swe,SAP,1602,somewhat in favor,3,6,6,2,4,3,8,8,4,4,5,7,6,8,5,6,6,5,6,3,6,3,3,1,6
swe,SAP,1602,strongly in favor,7,.d,Strongly favors,5,4,3,5,5,3,2,5,9,great importance,8,7,9,7,7,5,7,8,3,2,not important at all,8
swe,SAP,1602,in favor,7,3,Strongly favors,3,4,4,7,6,center,4,8,6,9,9,4,great importance,7,3,7,4,9,1,2,6,7
swe,SAP,1602,somewhat in favor,6,7,Strongly favors,2,4,,7,6,center,3,7,7,9,8,4,9,3,3,6,6,8,1,4,5,7
swe,SAP,1602,somewhat in favor,4,7,Strongly favors,3,4,4,4,8,4,2,1,7,9,8,4,7,6,3,5,4,8,6,1,1,7
swe,SAP,1602,somewhat in favor,6,7,6,4,3,3,6,great importance,3,6,3,4,6,6,3,5,5,.d,3,6,4,.d,1,.d,5
swe,SAP,1602,neutral,3,6,Strongly favors,4,center,4,8,9,8,6,6,8,8,9,5,6,9,.d,8,8,4,3,2,8,8
swe,SAP,1602,in favor,5,6,Strongly favors,3,4,2,8,8,4,4,4,6,6,9,5,6,6,3,6,6,6,3,1,1,7
swe,SAP,1602,in favor,4,3,Strongly favors,2,4,4,9,9,4,7,4,6,6,6,5,5,3,.d,6,7,3,3,2,2,5
swe,SAP,1602,in favor,2,3,6,5,3,3,5,8,3,9,8,5,8,5,5,9,4,5,3,7,9,1,6,1,7
swe,SAP,1602,somewhat in favor,3,4,Strongly favors,5,4,4,7,8,6,6,9,7,6,6,6,9,6,5,7,4,9,1,1,not important at all,Leadership controls party choices
swe,SAP,1602,strongly in favor,9,3,Strongly favors,2,4,4,8,9,2,9,8,7,great importance,7,4,7,5,2,3,4,9,3,4,2,7
swe,SAP,1602,in favor,1,2,Strongly favors,5,4,3,7,4,4,4,7,6,9,9,5,9,7,2,6,3,9,1,not important at all,not important at all,5
swe,SAP,1602,strongly in favor,no importance,3,Strongly favors,5,3,3,9,great importance,center,7,2,fully supports restrictive immigration policy,great importance,8,9,9,3,1,5,7,4,Elected officials make decisions,not important at all,not important at all,8
swe,C,1603,in favor,3,5,6,3,7,8,7,7,3,9,5,3,9,5,4,7,3,5,5,7,7,7,2,1,6
swe,C,1603,in favor,3,2,Strongly favors,3,7,8,7,6,2,7,8,3,9,3,4,7,2,2,3,7,9,3,2,1,4
swe,C,1603,in favor,4,3,6,2,7,7,8,7,3,7,7,4,8,5,4,6,3,.d,5,7,7,3,3,2,6
swe,C,1603,somewhat in favor,3,5,4,Strogly opposes,7,8,8,6,4,4,6,6,4,6,6,5,7,6,5,4,4,4,2,3,6
swe,C,1603,strongly in favor,8,.d,Strongly favors,6,8,extreme right,Completely Clear,3,1,9,9,2,9,3,5,9,7,5,3,9,9,3,3,not important at all,7
swe,C,1603,strongly in favor,3,3,6,5,7,8,8,6,1,6,4,3,8,5,2,9,4,2,2,9,7,7,1,1,5
swe,C,1603,,,,Strongly favors,2,6,6,4,6,4,6,7,4,9,3,6,7,4,6,6,3,7,7,3,6,7
swe,C,1603,in favor,9,3,Strongly favors,2,7,8,8,9,1,9,great importance,2,great importance,7,1,9,5,2,3,4,9,3,4,2,6
swe,C,1603,in favor,2,1,6,3,6,9,7,4,1,9,great importance,9,9,1,7,9,1,5,3,9,9,3,1,1,7
swe,C,1603,in favor,1,1,4,5,8,8,8,6,1,9,great importance,fully opposed to restrictive immigration policy,9,2,strongly favours multiculturalism,great importance,2,2,2,9,10,3,not important at all,not important at all,4
swe,C,1603,neutral,3,4,Strongly favors,4,7,7,6,5,1,9,8,1,8,2,strongly favours multiculturalism,9,2,2,2,8,8,3,1,not important at all,8
swe,C,1603,strongly in favor,no importance,1,Strongly favors,5,6,9,Completely Clear,great importance,1,Completely Clear,8,1,great importance,1,9,9,3,strongly supports more rights for ethnic minorities,3,10,10,Elected officials make decisions,not important at all,not important at all,6
swe,C,1603,somewhat in favor,4,6,6,3,7,8,7,6,3,6,8,6,9,6,4,great importance,4,3,5,8,9,1,2,1,5
swe,C,1603,somewhat in favor,6,8,Strongly favors,3,7,,7,6,4,7,7,5,6,8,5,7,2,3,5,9,7,1,3,5,7
swe,C,1603,somewhat opposed,3,2,5,2,8,9,8,8,1,Completely Clear,9,fully opposed to restrictive immigration policy,great importance,1,1,9,1,.d,2,9,9,9,7,8,5
swe,C,1603,somewhat in favor,5,5,Strongly favors,3,7,8,9,7,3,7,7,2,6,3,3,6,3,1,3,8,8,7,1,1,7
swe,C,1603,in favor,6,5,Strongly favors,4,6,6,6,5,center,6,5,5,6,5,5,5,4,.d,5,8,7,.d,4,.d,4
swe,C,1603,in favor,5,1,6,,6,7,Completely Clear,great importance,1,Completely Clear,8,4,6,1,4,5,1,5,5,9,8,Elected officials make decisions,not important at all,2,7
swe,FP,1604,strongly in favor,5,party was completely united,6,6,6,7,5,7,center,3,3,6,6,6,8,6,5,.d,6,7,4,6,5,8,8
swe,FP,1604,strongly in favor,3,2,6,5,6,7,7,4,2,5,3,4,6,5,2,9,4,2,3,8,7,6,1,1,6
swe,FP,1604,strongly in favor,no importance,1,Strongly favors,6,6,9,Completely Clear,great importance,2,Completely Clear,4,9,great importance,1,9,9,3,strongly supports more rights for ethnic minorities,5,9,9,4,not important at all,not important at all,6
swe,FP,1604,strongly in favor,6,2,6,6,8,8,8,8,3,9,6,6,6,5,6,5,4,.d,5,8,7,.d,3,.d,5
swe,FP,1604,strongly in favor,9,1,Strongly favors,5,6,7,8,9,1,9,9,5,great importance,7,2,9,5,2,3,7,9,3,4,2,7
swe,FP,1604,strongly in favor,7,1,Strongly favors,5,7,7,9,8,3,7,7,3,6,2,5,6,3,1,3,8,8,6,1,1,5
swe,FP,1604,strongly in favor,9,.d,Strongly favors,Strongly favors,7,7,5,5,2,7,7,8,8,5,6,9,6,8,6,8,7,3,1,not important at all,8
swe,FP,1604,strongly in favor,7,party was completely united,Strongly favors,6,center,6,3,3,2,9,8,8,6,3,8,6,1,5,3,8,8,1,3,1,7
swe,FP,1604,strongly in favor,6,1,6,3,7,7,7,7,4,7,6,6,8,5,5,6,3,.d,6,8,6,3,2,2,6
swe,FP,1604,in favor,6,8,Strongly favors,5,7,,7,6,4,7,7,5,6,8,5,7,2,4,6,9,7,1,3,5,7
swe,FP,1604,,,,Strongly favors,6,center,center,4,6,6,5,5,7,6,7,6,5,6,7,6,3,6,4,3,6,8
swe,FP,1604,strongly in favor,6,1,6,2,7,8,7,5,center,4,5,6,4,6,6,5,6,6,5,3,3,4,2,3,5
swe,FP,1604,strongly in favor,6,party was completely united,Strongly favors,Strongly favors,7,8,8,6,center,5,7,6,8,1,5,7,2,5,6,6,8,3,not important at all,not important at all,6
swe,FP,1604,strongly in favor,8,2,6,5,8,8,7,6,3,5,8,6,9,6,7,great importance,6,3,7,4,9,1,2,3,5
swe,FP,1604,strongly in favor,9,party was completely united,6,6,6,7,Completely Clear,great importance,1,Completely Clear,7,7,8,1,6,9,1,5,5,9,8,Elected officials make decisions,not important at all,1,7
swe,FP,1604,strongly in favor,5,1,Strongly favors,Strongly favors,6,6,6,6,2,5,6,5,6,7,6,7,3,7,3,8,8,1,1,not important at all,Leadership controls party choices
swe,FP,1604,strongly in favor,6,2,6,5,7,7,7,6,4,7,5,5,8,5,4,7,4,5,6,7,7,7,2,1,6
swe,FP,1604,.d,8,1,6,4,7,7,7,6,3,9,7,4,8,3,6,6,5,1,5,8,8,3,3,1,4
swe,M,1605,strongly in favor,6,3,5,2,9,9,Completely Clear,8,6,5,8,8,6,9,7,7,7,5,7,4,9,4,4,2,5
swe,M,1605,strongly in favor,9,2,Strongly favors,2,8,8,9,9,center,6,9,7,great importance,8,6,7,6,3,5,4,9,3,4,2,7
swe,M,1605,strongly in favor,5,1,6,5,6,7,9,great importance,2,Completely Clear,7,8,9,2,7,9,1,6,6,9,8,Elected officials make decisions,not important at all,1,7
swe,M,1605,in favor,no importance,2,Strongly favors,3,7,9,Completely Clear,great importance,7,5,4,fully supports restrictive immigration policy,great importance,1,9,9,3,1,7,7,9,Elected officials make decisions,not important at all,not important at all,8
swe,M,1605,in favor,2,2,5,4,7,8,5,8,4,4,great importance,6,9,7,8,9,2,6,5,4,9,1,2,1,7
swe,M,1605,strongly in favor,6,2,6,6,9,9,8,great importance,8,6,4,8,8,3,7,6,4,.d,7,7,3,.d,1,.d,6
swe,M,1605,strongly in favor,7,.d,Strongly favors,6,9,9,4,6,6,5,5,9,9,7,8,great importance,6,8,8,4,9,1,1,not important at all,
swe,M,1605,,,,Strongly favors,2,8,8,7,7,8,7,8,7,8,5,7,7,4,7,9,3,8,4,3,6,8
swe,M,1605,somewhat in favor,4,6,5,3,7,8,5,,2,3,1,6,8,7,6,7,6,5,3,4,8,6,1,1,7
swe,M,1605,in favor,4,1,5,3,8,9,7,9,center,5,7,8,9,5,9,9,4,.d,9,9,8,6,3,8,8
swe,M,1605,in favor,6,4,6,3,9,9,7,7,6,5,8,7,9,6,7,great importance,3,3,8,4,9,1,2,6,7
swe,M,1605,in favor,5,2,Strongly favors,4,8,8,9,8,6,4,5,6,6,6,5,6,6,3,8,6,6,3,1,1,7
swe,M,1605,strongly in favor,4,2,6,4,8,8,7,7,7,5,5,7,9,8,6,7,7,6,8,6,8,7,4,1,8
swe,M,1605,somewhat in favor,3,1,Strongly favors,2,8,9,7,7,7,6,9,8,9,7,8,9,4,7,8,9,9,Elected officials make decisions,2,not important at all,Leadership controls party choices
swe,M,1605,in favor,5,5,5,Strogly opposes,8,9,9,8,7,6,8,8,9,3,8,9,7,8,8,7,8,3,2,3,7
swe,M,1605,somewhat in favor,6,8,Strongly favors,3,8,,7,6,6,3,7,8,9,8,7,9,2,5,7,8,8,1,3,5,7
swe,M,1605,in favor,4,1,6,2,8,8,9,9,7,7,6,8,8,6,7,6,3,.d,7,9,3,3,2,2,8
swe,M,1605,in favor,2,1,Strongly favors,Strongly favors,8,8,9,7,7,9,9,7,great importance,9,6,great importance,7,6,7,8,10,1,not important at all,not important at all,8
swe,KD,1606,in favor,1,1,6,2,8,6,3,4,6,7,9,8,6,7,6,5,3,6,6,4,9,1,5,1,6
swe,KD,1606,somewhat in favor,6,8,Strongly favors,3,4,,7,6,7,7,7,7,8,8,7,9,3,5,8,9,8,1,3,5,7
swe,KD,1606,in favor,3,1,5,3,9,8,5,7,3,7,8,6,6,8,9,9,2,.d,9,9,9,4,8,8,6
swe,KD,1606,strongly in favor,6,2,Strongly favors,6,9,8,8,8,9,9,8,8,6,3,8,6,4,.d,8,8,6,.d,3,.d,6
swe,KD,1606,somewhat in favor,2,6,5,2,8,7,6,5,8,9,9,8,4,8,7,6,2,4,8,8,7,6,5,1,8
swe,KD,1606,,,,Strongly favors,2,9,9,7,4,9,9,9,7,8,7,8,7,4,8,9,3,9,4,3,6,8
swe,KD,1606,strongly in favor,6,.d,Strongly favors,6,9,9,3,2,8,9,4,9,9,5,9,9,5,9,9,9,8,Elected officials make decisions,2,not important at all,8
swe,KD,1606,somewhat in favor,3,.d,6,3,9,8,5,6,8,7,8,7,9,6,8,great importance,3,4,9,8,9,1,2,1,4
swe,KD,1606,somewhat in favor,6,5,Strongly favors,3,8,8,8,6,7,7,6,6,6,6,7,6,6,6,9,8,7,6,4,1,7
swe,KD,1606,somewhat in favor,2,5,3,Strogly opposes,9,8,6,6,9,7,8,9,9,3,8,9,5,8,9,8,9,4,3,3,6
swe,KD,1606,somewhat in favor,4,1,Strongly favors,4,8,8,6,6,7,7,7,8,9,9,8,9,5,7,9,9,8,3,2,not important at all,6
swe,KD,1606,somewhat in favor,1,1,Strongly favors,6,8,8,6,5,8,9,9,8,9,7,7,great importance,5,7,8,9,10,6,5,not important at all,3
swe,KD,1606,in favor,4,1,6,2,8,7,6,6,8,9,9,8,9,6,8,6,4,.d,9,9,7,4,4,2,6
swe,KD,1606,in favor,3,4,6,3,8,7,6,5,7,6,6,7,9,7,6,7,6,6,8,7,8,7,4,1,7
swe,KD,1606,somewhat in favor,2,4,6,4,6,6,4,4,2,3,2,6,6,6,,5,,5,3,4,7,7,1,1,6
swe,KD,1606,strongly in favor,9,2,Strongly favors,2,7,7,8,9,center,6,9,5,great importance,9,5,7,7,3,6,4,9,3,4,2,7
swe,KD,1606,strongly in favor,no importance,2,Strongly favors,5,7,9,Completely Clear,great importance,8,Completely Clear,8,fully supports restrictive immigration policy,great importance,1,9,9,1,1,9,10,10,Elected officials make decisions,4,not important at all,8
swe,KD,1606,in favor,5,1,5,5,7,7,8,8,8,2,9,9,9,7,8,9,1,6,9,6,9,Elected officials make decisions,not important at all,1,7
swe,MP,1607,in favor,5,2,6,4,4,4,8,8,1,Completely Clear,8,1,9,2,strongly favours multiculturalism,6,9,1,2,9,9,7,1,2,6
swe,MP,1607,somewhat opposed,2,2,Strongly favors,3,2,3,4,1,1,9,great importance,1,8,9,strongly favours multiculturalism,3,7,strongly supports more rights for ethnic minorities,0,9,7,8,1,not important at all,2
swe,MP,1607,neutral,7,3,5,2,3,3,6,5,2,7,8,5,9,8,4,6,7,3,3,4,6,6,3,3,5
swe,MP,1607,,,,Strongly favors,2,3,3,3,4,3,6,8,3,9,5,4,9,4,3,3,8,9,8,7,6,4
swe,MP,1607,neutral,6,8,Strongly favors,2,,,3,5,3,6,7,5,8,3,3,9,7,2,3,8,8,7,4,5,6
swe,MP,1607,opposed,6,3,Strongly favors,3,4,4,5,3,1,9,6,2,6,6,2,5,6,.d,2,9,9,.d,6,.d,2
swe,MP,1607,somewhat opposed,4,3,Strongly favors,5,4,center,3,3,1,7,great importance,2,6,8,3,5,party was completely united,3,2,8,9,8,4,1,5
swe,MP,1607,somewhat opposed,6,5,6,2,3,3,5,5,2,9,8,2,6,2,3,9,3,7,3,9,9,8,2,1,6
swe,MP,1607,somewhat opposed,2,2,5,2,2,2,3,7,7,4,4,2,9,2,3,9,1,.d,2,9,9,8,8,8,2
swe,MP,1607,neutral,6,4,Strongly favors,Strogly opposes,3,center,7,5,2,7,7,1,8,2,2,7,2,1,2,8,9,8,2,1,5
swe,MP,1607,somewhat in favor,4,5,Strongly favors,2,4,4,5,3,2,9,great importance,3,8,9,2,6,7,.d,3,9,9,8,5,2,4
swe,MP,1607,somewhat in favor,3,6,6,2,4,4,5,4,3,6,6,4,9,7,3,6,7,4,3,8,8,8,4,1,5
swe,MP,1607,somewhat opposed,2,.d,Strongly favors,2,1,3,2,1,libertarian/postmaterialist,9,9,fully opposed to restrictive immigration policy,great importance,2,strongly favours multiculturalism,great importance,3,strongly supports more rights for ethnic minorities,0,10,10,9,8,not important at all,Leadership controls party choices
swe,MP,1607,somewhat in favor,2,4,6,4,2,2,5,3,1,9,6,2,6,1,2,6,2,2,0,9,8,,1,1,1
swe,MP,1607,somewhat opposed,4,6,5,2,3,6,3,2,libertarian/postmaterialist,9,8,4,9,9,1,great importance,9,1,2,3,9,3,2,1,4
swe,MP,1607,strongly in favor,no importance,7,Strongly favors,5,center,center,6,8,libertarian/postmaterialist,Completely Clear,9,7,great importance,8,4,6,1,strongly supports more rights for ethnic minorities,0,10,10,8,not important at all,not important at all,3
swe,MP,1607,somewhat in favor,1,4,2,3,2,3,2,2,libertarian/postmaterialist,9,great importance,1,great importance,9,strongly favours multiculturalism,great importance,9,strongly supports more rights for ethnic minorities,0,9,10,8,not important at all,not important at all,2
swe,MP,1607,somewhat in favor,8,4,Strongly favors,2,4,3,6,9,libertarian/postmaterialist,9,great importance,1,great importance,1,strongly favours multiculturalism,9,1,1,0,9,9,8,4,2,2
swe,SD,1610,opposed,2,2,Strogly opposes,Strogly opposes,9,center,6,8,traditional/authoritarian,Completely Clear,great importance,fully supports restrictive immigration policy,great importance,1,strongly favours assimilation,great importance,party was completely united,7,10,10,10,.d,extremely important,not important at all,Leadership controls party choices
swe,SD,1610,strongly opposed,great importance,1,Strogly opposes,Strogly opposes,7,6,4,7,8,9,great importance,fully supports restrictive immigration policy,great importance,1,strongly favours assimilation,great importance,party was completely united,strongly opposes more rights for ethnic minorities,9,9,9,8,8,2,8
swe,SD,1610,strongly opposed,7,9,Strogly opposes,Strogly opposes,9,,3,1,9,Completely Clear,great importance,fully supports restrictive immigration policy,great importance,party was extremely divided,strongly favours assimilation,6,party was completely united,strongly opposes more rights for ethnic minorities,9,10,9,8,extremely important,5,Leadership controls party choices
swe,SD,1610,strongly opposed,8,party was completely united,Strogly opposes,Strogly opposes,9,7,2,2,9,7,9,fully supports restrictive immigration policy,great importance,1,strongly favours assimilation,great importance,party was completely united,strongly opposes more rights for ethnic minorities,10,10,10,8,8,not important at all,Leadership controls party choices
swe,SD,1610,strongly opposed,8,party was completely united,4,Strogly opposes,center,6,3,1,traditional/authoritarian,Completely Clear,great importance,fully supports restrictive immigration policy,great importance,1,strongly favours assimilation,great importance,party was completely united,strongly opposes more rights for ethnic minorities,10,10,10,9,extremely important,6,Leadership controls party choices
swe,SD,1610,strongly opposed,6,1,2,Strogly opposes,7,7,3,3,9,9,8,fully supports restrictive immigration policy,great importance,1,strongly favours assimilation,7,1,strongly opposes more rights for ethnic minorities,9,9,9,8,9,3,8
swe,SD,1610,strongly opposed,7,1,Strogly opposes,Strogly opposes,extreme right,6,2,8,traditional/authoritarian,4,great importance,fully supports restrictive immigration policy,great importance,1,strongly favours assimilation,great importance,1,strongly opposes more rights for ethnic minorities,10,9,10,9,9,4,Leadership controls party choices
swe,SD,1610,opposed,2,2,3,Strogly opposes,6,center,3,2,8,9,7,fully supports restrictive immigration policy,9,1,strongly favours assimilation,great importance,1,6,9,9,10,3,7,1,8
swe,SD,1610,opposed,4,3,Strogly opposes,Strogly opposes,8,6,3,3,9,9,great importance,fully supports restrictive immigration policy,great importance,1,strongly favours assimilation,great importance,1,strongly opposes more rights for ethnic minorities,9,10,9,8,9,3,8
swe,SD,1610,opposed,3,1,3,2,9,4,4,4,7,9,8,9,great importance,1,strongly favours assimilation,great importance,1,9,9,9,9,6,7,6,8
swe,SD,1610,strongly opposed,4,party was completely united,Strogly opposes,Strogly opposes,extreme right,6,Not clear,4,9,9,8,fully supports restrictive immigration policy,great importance,1,strongly favours assimilation,great importance,party was completely united,.d,10,10,9,,extremely important,9,Leadership controls party choices
swe,SD,1610,opposed,4,1,Strogly opposes,Strogly opposes,9,7,6,3,7,9,great importance,9,great importance,1,9,great importance,party was completely united,strongly opposes more rights for ethnic minorities,8,10,10,8,7,1,Leadership controls party choices
swe,SD,1610,opposed,6,2,Strogly opposes,Strogly opposes,8,center,2,3,9,7,7,fully supports restrictive immigration policy,great importance,1,strongly favours assimilation,7,1,strongly opposes more rights for ethnic minorities,10,8,9,8,extremely important,1,8
swe,SD,1610,strongly opposed,9,1,Strogly opposes,Strogly opposes,7,7,4,2,traditional/authoritarian,Completely Clear,great importance,fully supports restrictive immigration policy,great importance,1,strongly favours assimilation,great importance,party was completely united,strongly opposes more rights for ethnic minorities,10,10,10,.d,extremely important,.d,8
swe,SD,1610,strongly opposed,7,.d,Strogly opposes,Strogly opposes,9,6,7,5,9,9,9,fully supports restrictive immigration policy,great importance,1,strongly favours assimilation,great importance,1,strongly opposes more rights for ethnic minorities,9,10,10,8,9,not important at all,Leadership controls party choices
swe,SD,1610,,,,2,Strogly opposes,8,8,3,2,9,9,great importance,fully supports restrictive immigration policy,great importance,1,strongly favours assimilation,9,1,strongly opposes more rights for ethnic minorities,10,10,10,1,7,6,8
swe,SD,1610,opposed,6,4,3,Strogly opposes,8,center,5,5,9,Completely Clear,great importance,fully supports restrictive immigration policy,great importance,1,strongly favours assimilation,great importance,party was completely united,9,9,9,10,8,9,2,8
swe,SD,1610,opposed,2,,Strogly opposes,Strogly opposes,6,center,4,5,traditional/authoritarian,Completely Clear,great importance,fully supports restrictive immigration policy,great importance,1,strongly favours assimilation,great importance,party was completely united,strongly opposes more rights for ethnic minorities,10,10,9,8,8,not important at all,Leadership controls party choices
swe,PIRAT,1611,somewhat opposed,no importance,5,.d,Strogly opposes,center,.d,Not clear,no importance,3,5,4,1,1,.d,.d,.d,.d,.d,2,.d,.d,8,7,.d,.d
swe,PIRAT,1611,.d,,,.d,.d,.d,.d,.d,great importance,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d
swe,PIRAT,1611,.d,5,.d,.d,.d,.d,.d,.d,great importance,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d
swe,PIRAT,1611,.d,great importance,.d,.d,.d,.d,.d,.d,great importance,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d
swe,PIRAT,1611,neutral,4,.d,.d,.d,.d,,.d,no importance,libertarian/postmaterialist,Completely Clear,great importance,fully opposed to restrictive immigration policy,3,1,.d,no importance,.d,.d,0,.d,10,The people make decisions,.d,.d,1
swe,PIRAT,1611,somewhat in favor,5,1,4,3,7,6,Not clear,no importance,1,5,no importance,1,3,2,3,3,2,4,3,4,4,6,6,4,4
swe,PIRAT,1611,.d,3,.d,.d,.d,.d,.d,.d,great importance,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,2,.d,.d,.d,.d,.d,.d
swe,PIRAT,1611,,,,.d,.d,.d,.d,.d,,.d,.d,.d,,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d
swe,PIRAT,1611,opposed,6,.d,.d,.d,center,.d,1,no importance,2,5,6,.d,no importance,.d,.d,.d,.d,.d,3,2,2,8,7,.d,.d
swe,PIRAT,1611,.d,great importance,,.d,.d,.d,,Completely Clear,great importance,libertarian/postmaterialist,Completely Clear,great importance,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d
swe,PIRAT,1611,.d,,.d,.d,.d,.d,.d,.d,great importance,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,7,9,.d,.d
swe,PIRAT,1611,.d,great importance,.d,.d,.d,.d,.d,.d,great importance,,,,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,The people make decisions,.d,.d,.d
swe,PIRAT,1611,.d,5,.d,.d,Strogly opposes,2,center,Not clear,no importance,libertarian/postmaterialist,9,7,.d,no importance,6,2,1,.d,strongly supports more rights for ethnic minorities,0,9,6,.d,extremely important,not important at all,Members control party choices
swe,PIRAT,1611,.d,great importance,.d,.d,.d,.d,.d,.d,great importance,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d
swe,PIRAT,1611,somewhat opposed,5,.d,.d,.d,4,center,.d,2,1,6,5,.d,.d,.d,.d,.d,.d,.d,3,3,.d,9,6,4,.d
swe,PIRAT,1611,.d,2,.d,.d,.d,.d,.d,.d,great importance,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,extremely important,.d
swe,PIRAT,1611,.d,great importance,.d,.d,.d,.d,.d,.d,great importance,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d
swe,PIRAT,1611,.d,great importance,.d,.d,,.d,.d,.d,great importance,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d
swe,FI,1612,.d,great importance,.d,.d,.d,.d,.d,.d,great importance,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d
swe,FI,1612,opposed,2,.d,.d,.d,1,2,1,no importance,libertarian/postmaterialist,9,great importance,1,9,1,strongly favours multiculturalism,great importance,.d,1,2,9,10,Elected officials make decisions,2,not important at all,.d
swe,FI,1612,somewhat opposed,3,1,.d,.d,extreme left,extreme left,6,1,libertarian/postmaterialist,Completely Clear,great importance,fully opposed to restrictive immigration policy,8,1,strongly favours multiculturalism,7,1,strongly supports more rights for ethnic minorities,0,9,9,The people make decisions,8,not important at all,6
swe,FI,1612,somewhat opposed,6,2,2,2,3,,6,4,libertarian/postmaterialist,Completely Clear,great importance,fully opposed to restrictive immigration policy,6,1,strongly favours multiculturalism,6,party was completely united,strongly supports more rights for ethnic minorities,0,10,10,7,3,not important at all,1
swe,FI,1612,.d,,,.d,.d,.d,.d,.d,great importance,1,7,.d,1,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d
swe,FI,1612,somewhat in favor,4,1,6,4,2,2,6,2,1,9,9,1,9,1,2,9,party was completely united,strongly supports more rights for ethnic minorities,0,9,9,8,8,3,5
swe,FI,1612,.d,great importance,.d,.d,.d,1,.d,.d,,libertarian/postmaterialist,Completely Clear,great importance,fully opposed to restrictive immigration policy,great importance,.d,4,.d,.d,strongly supports more rights for ethnic minorities,0,10,,.d,extremely important,.d,.d
swe,FI,1612,,,,.d,.d,1,.d,8,7,2,9,8,2,3,2,3,4,7,3,3,3,9,3,3,6,8
swe,FI,1612,somewhat opposed,2,3,.d,.d,2,2,2,2,1,9,great importance,1,8,1,1,9,1,2,3,8,9,8,6,1,8
swe,FI,1612,.d,great importance,.d,.d,.d,.d,,Completely Clear,great importance,libertarian/postmaterialist,Completely Clear,great importance,fully opposed to restrictive immigration policy,9,party was extremely divided,2,.d,party was completely united,strongly supports more rights for ethnic minorities,2,10,10,.d,extremely important,.d,.d
swe,FI,1612,neutral,3,5,2,Strogly opposes,2,2,1,1,2,7,9,3,3,2,3,5,.d,4,3,6,7,7,5,3,3
swe,FI,1612,somewhat opposed,5,.d,.d,4,1,3,Not clear,no importance,1,7,5,fully opposed to restrictive immigration policy,no importance,6,strongly favours multiculturalism,.d,.d,strongly supports more rights for ethnic minorities,0,9,6,.d,9,5,Members control party choices
swe,FI,1612,somewhat opposed,1,party was completely united,Strogly opposes,2,1,1,Not clear,no importance,libertarian/postmaterialist,Completely Clear,great importance,fully opposed to restrictive immigration policy,great importance,1,strongly favours multiculturalism,great importance,party was completely united,strongly supports more rights for ethnic minorities,0,10,10,6,7,not important at all,2
swe,FI,1612,.d,great importance,.d,.d,.d,2,1,.d,3,1,7,great importance,2,9,2,2,.d,.d,4,2,9,9,.d,.d,.d,.d
swe,FI,1612,opposed,8,.d,.d,.d,extreme left,1,8,8,libertarian/postmaterialist,Completely Clear,great importance,fully opposed to restrictive immigration policy,great importance,1,strongly favours multiculturalism,9,.d,strongly supports more rights for ethnic minorities,0,9,9,8,8,.d,2
swe,FI,1612,somewhat opposed,3,3,.d,.d,1,1,6,great importance,2,6,.d,4,.d,2,3,6,.d,2,3,8,7,6,.d,.d,.d
swe,FI,1612,.d,great importance,.d,.d,.d,1,.d,.d,great importance,,,,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d,.d
