party,score,orientation,counts,random_state
UDC,0.2941176470588235,Other,68,40
The Olive Tree,0.5,Left-wing,90,40
Civic Choice,0.3043478260869565,Left-wing,46,40
Communist Refoundation Party,0.3223140495867768,Left-wing,121,40
European Democracy,0.3333333333333333,Other,3,40
Casapound,0.5227272727272727,Right-wing,44,40
Houses of Freedom,0.2726840855106888,Right-wing,2105,40
Forward Italy,0.3898305084745763,Right-wing,236,40
PdL,0.9072847682119204,Right-wing,906,40
Italy of Values,0.2603150787696924,Other,1333,40
Democratic Center,0.2545454545454545,Other,55,41
Brothers of Italy,0.2542372881355932,Right-wing,59,41
Labour and Freedom List,0.0153846153846153,Right-wing,65,41
LeU,0.1985294117647058,Left-wing,136,41
M5S,0.889763779527559,Other,127,41
The Union,0.0,Left-wing,18,41
Civil Revolution,0.0995145631067961,Left-wing,412,41
PD,0.362962962962963,Left-wing,135,41
SEL,0.85,Left-wing,20,41
Autonomy Liberty Participation Ecology,0.1188118811881188,Other,101,41
PaP,1.0,Left-wing,10,41
UDC,0.0033557046979865,Other,298,41
SVP,0.08,Left-wing,75,41
Northern League,0.6826568265682657,Right-wing,271,41
The Olive Tree,0.5639810426540285,Left-wing,211,41
Civic Choice,0.0266666666666666,Left-wing,75,41
Communist Refoundation Party,0.4137931034482758,Left-wing,29,41
European Democracy,0.048780487804878,Other,82,41
Casapound,0.1147327249022164,Right-wing,767,41
Houses of Freedom,0.7430278884462151,Right-wing,1004,41
Forward Italy,0.7333333333333333,Right-wing,15,41
PdL,0.2058359621451104,Right-wing,2536,41
Italy of Values,0.3328100470957614,Other,637,41
Democratic Center,0.2,Other,5,42
Brothers of Italy,0.6811594202898551,Right-wing,138,42
Labour and Freedom List,0.3333333333333333,Right-wing,51,42
M5S,0.7332382310984308,Other,701,42
LeU,0.2583333333333333,Left-wing,120,42
The Union,0.0,Left-wing,7,42
PD,0.3714285714285714,Left-wing,315,42
Civil Revolution,0.7894736842105263,Left-wing,19,42
SEL,0.3473684210526316,Left-wing,190,42
Autonomy Liberty Participation Ecology,0.0,Other,251,42
PaP,0.6708860759493671,Left-wing,395,42
UDC,0.3362573099415205,Other,342,42
Northern League,0.643646408839779,Right-wing,362,42
SVP,0.2,Left-wing,90,42
The Olive Tree,0.2588235294117647,Left-wing,85,42
Civic Choice,0.1333333333333333,Left-wing,15,42
Communist Refoundation Party,0.2857142857142857,Left-wing,112,42
European Democracy,0.3333333333333333,Other,9,42
Casapound,0.7631578947368421,Right-wing,38,42
Houses of Freedom,0.3552631578947368,Right-wing,532,42
Forward Italy,0.1594827586206896,Right-wing,232,42
PdL,0.3854875283446712,Right-wing,441,42
Italy of Values,0.1903114186851211,Other,289,42
Democratic Center,0.3740458015267175,Other,131,43
Brothers of Italy,0.6222222222222222,Right-wing,90,43
Labour and Freedom List,0.1193548387096774,Right-wing,620,43
M5S,0.5172413793103449,Other,116,43
The Union,0.4234234234234234,Left-wing,222,43
LeU,0.782608695652174,Left-wing,23,43
PD,0.1841491841491841,Left-wing,429,43
Civil Revolution,0.4285714285714285,Left-wing,7,43
SEL,0.2857142857142857,Left-wing,7,43
Autonomy Liberty Participation Ecology,0.0,Other,3,43
PaP,0.5714285714285714,Left-wing,98,43
UDC,0.2434607645875251,Other,497,43
SVP,0.2100840336134453,Left-wing,119,43
Northern League,0.7037037037037037,Right-wing,135,43
The Olive Tree,0.2142857142857142,Left-wing,28,43
Civic Choice,0.158273381294964,Left-wing,139,43
Communist Refoundation Party,0.380281690140845,Left-wing,142,43
European Democracy,0.4444444444444444,Other,9,43
Casapound,0.6594827586206896,Right-wing,232,43
Houses of Freedom,0.2523076923076923,Right-wing,650,43
Forward Italy,0.131578947368421,Right-wing,38,43
PdL,0.2875816993464052,Right-wing,918,43
Italy of Values,0.8582834331337326,Other,1002,43
Democratic Center,0.1724137931034483,Other,116,44
Brothers of Italy,0.75,Right-wing,12,44
Labour and Freedom List,0.1729957805907173,Right-wing,237,44
The Union,0.1306666666666666,Left-wing,375,44
M5S,0.33,Other,100,44
LeU,0.2755905511811024,Left-wing,127,44
PD,0.1029411764705882,Left-wing,68,44
Civil Revolution,0.2312925170068027,Left-wing,147,44
SEL,0.0079365079365079,Left-wing,252,44
Autonomy Liberty Participation Ecology,0.2589928057553957,Other,139,44
PaP,0.3619047619047619,Left-wing,105,44
UDC,0.1811023622047244,Other,127,44
Northern League,0.4954128440366973,Right-wing,109,44
SVP,0.7142857142857143,Left-wing,14,44
The Olive Tree,0.125,Left-wing,48,44
Civic Choice,0.1785714285714285,Left-wing,84,44
Communist Refoundation Party,0.6,Left-wing,5,44
European Democracy,0.1397849462365591,Other,93,44
Casapound,0.625,Right-wing,24,44
Houses of Freedom,0.323394495412844,Right-wing,1308,44
Forward Italy,0.5365853658536586,Right-wing,82,44
PdL,0.3880726015557476,Right-wing,1157,44
Italy of Values,0.1908055329536208,Other,2458,44
Democratic Center,0.2859477124183006,Other,612,45
Brothers of Italy,0.4840182648401826,Right-wing,219,45
Labour and Freedom List,0.6666666666666666,Right-wing,3,45
M5S,0.6456211812627292,Other,491,45
The Union,0.4845814977973568,Left-wing,227,45
LeU,0.620253164556962,Left-wing,79,45
PD,0.2702702702702703,Left-wing,296,45
Civil Revolution,0.0,Left-wing,14,45
SEL,0.3235294117647059,Left-wing,204,45
Autonomy Liberty Participation Ecology,0.0,Other,13,45
PaP,0.7,Left-wing,130,45
SVP,0.4705882352941176,Left-wing,119,45
UDC,0.4466019417475728,Other,103,45
Northern League,0.8426966292134831,Right-wing,89,45
The Olive Tree,0.360655737704918,Left-wing,122,45
Civic Choice,0.5392156862745098,Left-wing,102,45
Communist Refoundation Party,0.1968503937007874,Left-wing,127,45
European Democracy,0.1990291262135922,Other,206,45
Casapound,0.9842233009708736,Right-wing,824,45
Houses of Freedom,0.4900221729490022,Right-wing,451,45
Forward Italy,0.1842105263157894,Right-wing,38,45
PdL,0.6680161943319838,Right-wing,247,45
Italy of Values,0.5104895104895105,Other,143,45
Democratic Center,0.2,Other,70,46
Brothers of Italy,0.8264840182648402,Right-wing,219,46
Labour and Freedom List,0.2325581395348837,Right-wing,43,46
The Union,0.1739130434782608,Left-wing,69,46
M5S,0.506578947368421,Other,152,46
LeU,0.5714285714285714,Left-wing,7,46
PD,0.2034883720930232,Left-wing,172,46
Civil Revolution,0.0,Left-wing,5,46
SEL,0.3125,Left-wing,112,46
Autonomy Liberty Participation Ecology,0.2285714285714285,Other,175,46
PaP,0.4897959183673469,Left-wing,49,46
SVP,0.0676100628930817,Left-wing,636,46
UDC,0.141025641025641,Other,156,46
Northern League,0.3435897435897436,Right-wing,195,46
The Olive Tree,0.6666666666666666,Left-wing,3,46
Civic Choice,0.4615384615384615,Left-wing,13,46
Communist Refoundation Party,0.1496598639455782,Left-wing,147,46
European Democracy,0.4077669902912621,Other,206,46
Casapound,0.135929463629684,Right-wing,1361,46
Houses of Freedom,0.2379603399433427,Right-wing,353,46
Forward Italy,0.1264667535853976,Right-wing,767,46
PdL,0.1643286573146292,Right-wing,499,46
Italy of Values,0.0611353711790393,Other,1145,46
Democratic Center,0.1789473684210526,Other,190,47
Brothers of Italy,0.4202898550724637,Right-wing,138,47
Labour and Freedom List,0.2993197278911564,Right-wing,147,47
The Union,0.2121212121212121,Left-wing,132,47
M5S,0.4492753623188406,Other,69,47
LeU,0.2816901408450704,Left-wing,71,47
PD,0.4315068493150685,Left-wing,584,47
Civil Revolution,0.1785714285714285,Left-wing,140,47
SEL,0.4311111111111111,Left-wing,225,47
Autonomy Liberty Participation Ecology,0.0,Other,2,47
PaP,0.0714285714285714,Left-wing,14,47
UDC,0.360655737704918,Other,122,47
Northern League,0.811554332874828,Right-wing,727,47
SVP,0.0909090909090909,Left-wing,11,47
The Olive Tree,0.1363636363636363,Left-wing,22,47
Civic Choice,0.0505050505050505,Left-wing,198,47
Communist Refoundation Party,0.2156862745098039,Left-wing,51,47
European Democracy,0.25,Other,8,47
Casapound,0.1560102301790281,Right-wing,391,47
Houses of Freedom,0.3565217391304348,Right-wing,345,47
Forward Italy,0.0666666666666666,Right-wing,15,47
PdL,0.5969455511288181,Right-wing,1506,47
Italy of Values,0.2483801295896328,Other,463,47
Democratic Center,0.1184210526315789,Other,76,48
Brothers of Italy,0.3230769230769231,Right-wing,65,48
Labour and Freedom List,0.2638888888888889,Right-wing,72,48
The Union,0.2307692307692307,Left-wing,91,48
LeU,0.1685393258426966,Left-wing,89,48
M5S,0.1538461538461538,Other,26,48
PD,0.0825147347740668,Left-wing,509,48
Civil Revolution,0.1604938271604938,Left-wing,81,48
SEL,0.1414634146341463,Left-wing,205,48
Autonomy Liberty Participation Ecology,0.0789473684210526,Other,76,48
PaP,0.6131386861313869,Left-wing,137,48
UDC,0.102760736196319,Other,652,48
Northern League,0.6979472140762464,Right-wing,341,48
SVP,0.2857142857142857,Left-wing,7,48
The Olive Tree,0.1644736842105263,Left-wing,152,48
Civic Choice,0.1428571428571428,Left-wing,7,48
Communist Refoundation Party,0.2903225806451613,Left-wing,124,48
European Democracy,0.2677165354330709,Other,127,48
Casapound,0.0955180014695077,Right-wing,1361,48
Houses of Freedom,0.2061711079943899,Right-wing,713,48
Forward Italy,0.3069053708439898,Right-wing,391,48
PdL,0.2275132275132275,Right-wing,189,48
Italy of Values,0.2053571428571428,Other,112,48
Democratic Center,0.6363636363636364,Other,11,49
Brothers of Italy,0.9090909090909092,Right-wing,11,49
Labour and Freedom List,0.2926829268292683,Right-wing,123,49
M5S,0.0942028985507246,Other,138,49
The Union,0.0038461538461538,Left-wing,260,49
LeU,0.0952380952380952,Left-wing,84,49
PD,0.0684039087947882,Left-wing,307,49
Civil Revolution,0.0408163265306122,Left-wing,49,49
SEL,0.1082910321489001,Left-wing,591,49
Autonomy Liberty Participation Ecology,0.2437810945273631,Other,201,49
PaP,0.8,Left-wing,230,49
SVP,0.1666666666666666,Left-wing,90,49
UDC,0.1619047619047619,Other,210,49
Northern League,0.2814814814814815,Right-wing,135,49
The Olive Tree,0.1893939393939394,Left-wing,132,49
Civic Choice,0.495049504950495,Left-wing,101,49
Communist Refoundation Party,0.0987951807228915,Left-wing,415,49
European Democracy,0.0679611650485436,Other,103,49
Casapound,0.1235294117647058,Right-wing,170,49
Houses of Freedom,0.6037735849056604,Right-wing,106,49
Forward Italy,0.2068965517241379,Right-wing,87,49
PdL,0.3223284100781928,Right-wing,1151,49
Italy of Values,0.1971830985915492,Other,71,49
Democratic Center,0.5,Other,2,50
Brothers of Italy,0.5343511450381679,Right-wing,131,50
Labour and Freedom List,0.2867647058823529,Right-wing,136,50
M5S,0.3918918918918919,Other,222,50
The Union,0.4025974025974026,Left-wing,77,50
LeU,0.25,Left-wing,8,50
PD,0.1629098360655737,Left-wing,976,50
Civil Revolution,0.2781954887218045,Left-wing,133,50
SEL,0.2244389027431421,Left-wing,401,50
Autonomy Liberty Participation Ecology,0.1020408163265306,Other,49,50
PaP,0.75,Left-wing,4,50
UDC,0.1733746130030959,Other,323,50
SVP,0.3037974683544304,Left-wing,79,50
Northern League,0.5948905109489051,Right-wing,274,50
The Olive Tree,0.391705069124424,Left-wing,217,50
Civic Choice,0.4553990610328638,Left-wing,213,50
Communist Refoundation Party,0.34375,Left-wing,96,50
European Democracy,0.4285714285714285,Other,56,50
Casapound,0.75,Right-wing,24,50
Houses of Freedom,0.3819628647214854,Right-wing,377,50
Forward Italy,0.524390243902439,Right-wing,82,50
PdL,0.6153846153846154,Right-wing,117,50
Italy of Values,0.3521594684385382,Other,301,50
Democratic Center,0.2204724409448819,Other,127,51
Brothers of Italy,0.312,Right-wing,125,51
Labour and Freedom List,0.1352657004830917,Right-wing,414,51
LeU,0.1055045871559633,Left-wing,218,51
M5S,0.4947368421052631,Other,95,51
The Union,0.3416666666666667,Left-wing,120,51
PD,0.2142857142857142,Left-wing,434,51
Civil Revolution,0.375,Left-wing,64,51
SEL,0.1704545454545454,Left-wing,88,51
Autonomy Liberty Participation Ecology,0.1489361702127659,Other,47,51
PaP,0.3368983957219251,Left-wing,187,51
SVP,0.1282051282051282,Left-wing,39,51
Northern League,0.16,Right-wing,25,51
UDC,0.2068965517241379,Other,29,51
The Olive Tree,0.2054794520547945,Left-wing,73,51
Civic Choice,0.1675977653631284,Left-wing,179,51
Communist Refoundation Party,0.075268817204301,Left-wing,93,51
European Democracy,0.2,Other,5,51
Casapound,0.2647975077881619,Right-wing,321,51
Houses of Freedom,0.2651356993736952,Right-wing,479,51
Forward Italy,0.2777777777777778,Right-wing,450,51
PdL,0.1689763075547608,Right-wing,2237,51
Italy of Values,0.0243619489559164,Other,862,51
Democratic Center,0.3177083333333333,Other,192,52
Brothers of Italy,0.1379310344827586,Right-wing,58,52
Labour and Freedom List,0.0295358649789029,Right-wing,237,52
M5S,0.1929824561403508,Other,114,52
The Union,0.0,Left-wing,240,52
LeU,0.1269841269841269,Left-wing,126,52
PD,0.0279503105590062,Left-wing,322,52
Civil Revolution,0.0,Left-wing,4,52
SEL,0.0566037735849056,Left-wing,53,52
Autonomy Liberty Participation Ecology,0.0,Other,65,52
PaP,0.944954128440367,Left-wing,218,52
UDC,0.1084656084656084,Other,756,52
Northern League,0.4615384615384615,Right-wing,13,52
SVP,0.0,Left-wing,15,52
The Olive Tree,0.0947368421052631,Left-wing,190,52
Civic Choice,0.0387409200968523,Left-wing,413,52
Communist Refoundation Party,0.0289855072463768,Left-wing,138,52
European Democracy,0.2571428571428571,Other,35,52
Casapound,0.75,Right-wing,24,52
Houses of Freedom,0.1908396946564885,Right-wing,655,52
Forward Italy,0.0232558139534883,Right-wing,215,52
PdL,0.3850746268656716,Right-wing,335,52
Italy of Values,0.147945205479452,Other,365,52
Democratic Center,0.1442786069651741,Other,402,53
Brothers of Italy,0.3958333333333333,Right-wing,144,53
Labour and Freedom List,0.0804597701149425,Right-wing,87,53
LeU,0.3370786516853932,Left-wing,89,53
M5S,0.4732824427480916,Other,131,53
The Union,0.0,Left-wing,2,53
Civil Revolution,0.0432692307692307,Left-wing,208,53
PD,0.2013422818791946,Left-wing,149,53
SEL,0.1287128712871287,Left-wing,202,53
Autonomy Liberty Participation Ecology,0.1276595744680851,Other,47,53
PaP,0.2222222222222222,Left-wing,9,53
UDC,0.1832298136645962,Other,322,53
SVP,0.0040485829959514,Left-wing,247,53
Northern League,0.5492957746478874,Right-wing,142,53
The Olive Tree,0.2916666666666667,Left-wing,120,53
Civic Choice,0.5555555555555556,Left-wing,18,53
Communist Refoundation Party,0.037037037037037,Left-wing,27,53
European Democracy,0.3333333333333333,Other,69,53
Casapound,0.3347457627118644,Right-wing,236,53
Houses of Freedom,0.3558606124604013,Right-wing,947,53
Forward Italy,0.3244444444444444,Right-wing,450,53
PdL,0.1971037811745776,Right-wing,2486,53
Italy of Values,0.2264150943396226,Other,53,53
Democratic Center,0.5555555555555556,Other,9,54
Brothers of Italy,0.1428571428571428,Right-wing,7,54
Labour and Freedom List,0.0,Right-wing,2,54
M5S,0.5972222222222222,Other,72,54
The Union,0.1640625,Left-wing,128,54
LeU,0.1063829787234042,Left-wing,94,54
PD,0.330016583747927,Left-wing,603,54
Civil Revolution,0.222707423580786,Left-wing,229,54
SEL,0.11,Left-wing,100,54
Autonomy Liberty Participation Ecology,0.1111111111111111,Other,90,54
PaP,0.25,Left-wing,44,54
UDC,0.2147239263803681,Other,163,54
SVP,0.1046511627906976,Left-wing,86,54
Northern League,0.6621438263229308,Right-wing,737,54
The Olive Tree,0.0040650406504065,Left-wing,246,54
Civic Choice,0.0967741935483871,Left-wing,62,54
Communist Refoundation Party,0.5416666666666666,Left-wing,24,54
European Democracy,0.0666666666666666,Other,75,54
Casapound,0.1839080459770115,Right-wing,87,54
Houses of Freedom,0.5400728597449909,Right-wing,1098,54
Forward Italy,0.241860465116279,Right-wing,215,54
PdL,0.3412162162162162,Right-wing,888,54
Italy of Values,0.3572453371592539,Other,697,54
Democratic Center,0.0259740259740259,Other,77,55
Brothers of Italy,0.2158590308370044,Right-wing,227,55
Labour and Freedom List,0.1818181818181818,Right-wing,11,55
M5S,0.562111801242236,Other,322,55
LeU,0.1075268817204301,Left-wing,93,55
The Union,0.2352941176470588,Left-wing,102,55
PD,0.0588235294117647,Left-wing,255,55
Civil Revolution,0.0,Left-wing,19,55
SEL,0.0845070422535211,Left-wing,71,55
Autonomy Liberty Participation Ecology,0.5,Other,4,55
PaP,0.175438596491228,Left-wing,57,55
SVP,0.2964824120603015,Left-wing,199,55
UDC,0.1098265895953757,Other,173,55
Northern League,0.8367346938775511,Right-wing,294,55
The Olive Tree,0.0727272727272727,Left-wing,55,55
Civic Choice,0.3076923076923077,Left-wing,13,55
Communist Refoundation Party,0.0564516129032258,Left-wing,620,55
European Democracy,0.4,Other,5,55
Casapound,0.2315035799522673,Right-wing,419,55
Houses of Freedom,0.114207650273224,Right-wing,1830,55
Forward Italy,0.0899280575539568,Right-wing,278,55
PdL,0.2171253822629969,Right-wing,327,55
Italy of Values,0.123422159887798,Other,713,55
Democratic Center,0.2727272727272727,Other,11,56
Brothers of Italy,0.4626865671641791,Right-wing,67,56
Labour and Freedom List,0.0041322314049586,Right-wing,242,56
M5S,0.6943820224719102,Other,445,56
The Union,0.3629032258064516,Left-wing,124,56
LeU,0.4230769230769231,Left-wing,52,56
PD,0.2581100141043723,Left-wing,709,56
Civil Revolution,0.75,Left-wing,4,56
SEL,0.6333333333333333,Left-wing,30,56
Autonomy Liberty Participation Ecology,0.45,Other,20,56
PaP,0.5824742268041238,Left-wing,388,56
UDC,0.2349397590361445,Other,166,56
Northern League,0.5454545454545454,Right-wing,11,56
SVP,0.5789473684210527,Left-wing,57,56
The Olive Tree,0.4204545454545454,Left-wing,88,56
Civic Choice,0.1976744186046511,Left-wing,86,56
Communist Refoundation Party,0.3968253968253968,Left-wing,126,56
European Democracy,0.2149532710280373,Other,107,56
Casapound,0.6950146627565983,Right-wing,682,56
Houses of Freedom,0.4432098765432098,Right-wing,810,56
Forward Italy,0.3411513859275053,Right-wing,469,56
PdL,0.4375,Right-wing,656,56
Italy of Values,0.3333333333333333,Other,495,56
Democratic Center,0.417910447761194,Other,67,57
Brothers of Italy,0.625,Right-wing,8,57
Labour and Freedom List,0.6470588235294118,Right-wing,17,57
The Union,0.3308823529411764,Left-wing,136,57
M5S,0.7037037037037037,Other,54,57
LeU,0.625,Left-wing,8,57
Civil Revolution,0.4329896907216495,Left-wing,97,57
PD,0.2709832134292566,Left-wing,834,57
SEL,0.3661971830985915,Left-wing,213,57
Autonomy Liberty Participation Ecology,0.5,Other,2,57
PaP,0.643979057591623,Left-wing,191,57
UDC,0.3854166666666667,Other,288,57
SVP,0.3383458646616541,Left-wing,399,57
Northern League,0.8441558441558441,Right-wing,154,57
The Olive Tree,0.3771929824561403,Left-wing,114,57
Civic Choice,0.6086956521739131,Left-wing,92,57
Communist Refoundation Party,0.3076923076923077,Left-wing,13,57
European Democracy,0.25,Other,28,57
Casapound,0.5650319829424307,Right-wing,469,57
Houses of Freedom,0.3953885567890691,Right-wing,1171,57
Forward Italy,0.3414634146341463,Right-wing,82,57
PdL,0.4387527839643652,Right-wing,449,57
Italy of Values,0.8353293413173652,Other,1002,57
Democratic Center,0.4471544715447154,Other,123,58
Brothers of Italy,0.4444444444444444,Right-wing,9,58
Labour and Freedom List,0.3191489361702128,Right-wing,94,58
The Union,0.3389830508474576,Left-wing,59,58
M5S,0.554945054945055,Other,182,58
LeU,0.0,Left-wing,4,58
PD,0.5572519083969466,Left-wing,131,58
Civil Revolution,1.0,Left-wing,5,58
SEL,0.3333333333333333,Left-wing,9,58
Autonomy Liberty Participation Ecology,0.4433962264150943,Other,106,58
PaP,0.6728110599078341,Left-wing,217,58
UDC,0.2447552447552447,Other,715,58
SVP,0.1641791044776119,Left-wing,134,58
Northern League,0.5789473684210527,Right-wing,114,58
The Olive Tree,0.1778846153846154,Left-wing,208,58
Civic Choice,0.52,Left-wing,75,58
Communist Refoundation Party,0.0916666666666666,Left-wing,120,58
European Democracy,0.0424528301886792,Other,212,58
Casapound,0.9672330097087378,Right-wing,824,58
Houses of Freedom,0.611764705882353,Right-wing,510,58
Forward Italy,0.3833865814696485,Right-wing,626,58
PdL,0.1129032258064516,Right-wing,62,58
Italy of Values,0.4141358365543898,Other,1811,58
Democratic Center,0.2185007974481658,Other,627,59
Brothers of Italy,0.7710843373493976,Right-wing,83,59
Labour and Freedom List,0.4174757281553398,Right-wing,103,59
The Union,0.1216216216216216,Left-wing,148,59
M5S,0.6684782608695652,Other,184,59
LeU,0.5833333333333334,Left-wing,12,59
PD,0.3643892339544513,Left-wing,483,59
Civil Revolution,0.1785714285714285,Left-wing,28,59
SEL,0.0689655172413793,Left-wing,116,59
Autonomy Liberty Participation Ecology,0.1504854368932038,Other,206,59
PaP,0.5,Left-wing,6,59
UDC,0.2377777777777777,Other,450,59
Northern League,0.6301369863013698,Right-wing,73,59
SVP,0.5,Left-wing,4,59
The Olive Tree,0.5211267605633803,Left-wing,71,59
Civic Choice,0.1428571428571428,Left-wing,14,59
Communist Refoundation Party,0.4810126582278481,Left-wing,79,59
European Democracy,0.1666666666666666,Other,12,59
Casapound,0.2811501597444089,Right-wing,626,59
Houses of Freedom,0.3504784688995215,Right-wing,836,59
Forward Italy,0.1666666666666666,Right-wing,24,59
PdL,0.4805890227576974,Right-wing,747,59
Italy of Values,0.8873239436619719,Other,994,59
Democratic Center,0.018796992481203,Other,266,60
Brothers of Italy,0.2142857142857142,Right-wing,14,60
Labour and Freedom List,0.5714285714285714,Right-wing,7,60
LeU,0.1428571428571428,Left-wing,21,60
M5S,0.5454545454545454,Other,253,60
The Union,0.2388059701492537,Left-wing,134,60
PD,0.1808118081180811,Left-wing,271,60
Civil Revolution,0.1419558359621451,Left-wing,634,60
SEL,0.2714285714285714,Left-wing,70,60
Autonomy Liberty Participation Ecology,0.314516129032258,Other,124,60
PaP,0.582089552238806,Left-wing,134,60
UDC,0.25,Other,96,60
Northern League,0.5,Right-wing,102,60
SVP,0.5,Left-wing,4,60
The Olive Tree,0.2647058823529412,Left-wing,68,60
Civic Choice,0.2063492063492063,Left-wing,126,60
Communist Refoundation Party,0.2378378378378378,Left-wing,185,60
European Democracy,0.2340425531914893,Other,47,60
Casapound,0.2768496420047732,Right-wing,419,60
Houses of Freedom,0.3462365591397849,Right-wing,465,60
Forward Italy,0.2549595885378398,Right-wing,1361,60
PdL,0.23046875,Right-wing,512,60
Italy of Values,0.3142857142857143,Other,945,60
Democratic Center,0.1640625,Other,128,61
Brothers of Italy,0.625,Right-wing,8,61
Labour and Freedom List,0.0774647887323943,Right-wing,142,61
M5S,0.4517906336088154,Other,363,61
The Union,0.0555555555555555,Left-wing,144,61
LeU,0.6,Left-wing,5,61
Civil Revolution,0.0833333333333333,Left-wing,636,61
PD,0.2610619469026549,Left-wing,226,61
SEL,0.0379746835443038,Left-wing,79,61
Autonomy Liberty Participation Ecology,0.0,Other,4,61
PaP,0.9597989949748744,Left-wing,199,61
UDC,0.1641025641025641,Other,195,61
Northern League,0.1666666666666666,Right-wing,102,61
SVP,0.0694444444444444,Left-wing,72,61
The Olive Tree,0.6363636363636364,Left-wing,11,61
Civic Choice,0.3461538461538461,Left-wing,26,61
Communist Refoundation Party,0.2564102564102564,Left-wing,78,61
European Democracy,0.0,Other,4,61
Casapound,0.0782268578878748,Right-wing,767,61
Houses of Freedom,0.1838440111420612,Right-wing,359,61
Forward Italy,0.0301724137931034,Right-wing,232,61
PdL,0.1110406091370558,Right-wing,1576,61
Italy of Values,0.1893004115226337,Other,1215,61
Democratic Center,0.4285714285714285,Other,70,62
Brothers of Italy,0.3333333333333333,Right-wing,3,62
Labour and Freedom List,0.1212121212121212,Right-wing,99,62
LeU,0.2050632911392405,Left-wing,395,62
The Union,0.2428571428571428,Left-wing,140,62
M5S,0.4404761904761904,Other,84,62
PD,0.4615384615384615,Left-wing,78,62
Civil Revolution,1.0,Left-wing,2,62
SEL,0.6666666666666666,Left-wing,6,62
Autonomy Liberty Participation Ecology,0.3142857142857143,Other,35,62
PaP,0.4,Left-wing,25,62
SVP,0.1294642857142857,Left-wing,224,62
Northern League,0.6699507389162561,Right-wing,203,62
UDC,0.2209302325581395,Other,86,62
The Olive Tree,0.3544303797468354,Left-wing,79,62
Civic Choice,0.2641509433962264,Left-wing,53,62
Communist Refoundation Party,0.0124481327800829,Left-wing,241,62
European Democracy,0.3557692307692308,Other,104,62
Casapound,0.3428943937418514,Right-wing,767,62
Houses of Freedom,0.37392138063279,Right-wing,1043,62
Forward Italy,0.2554517133956386,Right-wing,321,62
PdL,0.3008675078864353,Right-wing,2536,62
Italy of Values,0.2985865724381625,Other,1132,62
Democratic Center,0.4552845528455284,Other,123,63
Brothers of Italy,0.7009345794392523,Right-wing,214,63
Labour and Freedom List,0.1945945945945946,Right-wing,370,63
M5S,0.6236559139784946,Other,93,63
LeU,0.2678571428571428,Left-wing,56,63
The Union,0.4396135265700483,Left-wing,207,63
PD,0.1607843137254902,Left-wing,510,63
Civil Revolution,0.320754716981132,Left-wing,106,63
SEL,0.3488372093023256,Left-wing,129,63
Autonomy Liberty Participation Ecology,0.4556962025316455,Other,79,63
PaP,0.8636363636363636,Left-wing,22,63
UDC,0.3402777777777778,Other,288,63
Northern League,0.4452554744525547,Right-wing,137,63
SVP,0.3333333333333333,Left-wing,12,63
The Olive Tree,0.3455497382198952,Left-wing,191,63
Civic Choice,0.1979166666666666,Left-wing,96,63
Communist Refoundation Party,0.4814814814814814,Left-wing,27,63
European Democracy,0.1586314152410575,Other,643,63
Casapound,0.3060344827586206,Right-wing,232,63
Houses of Freedom,0.321353065539112,Right-wing,473,63
Forward Italy,0.875,Right-wing,24,63
PdL,0.7169811320754716,Right-wing,53,63
Italy of Values,0.3372093023255814,Other,430,63
Democratic Center,0.3333333333333333,Other,6,64
Brothers of Italy,0.7544642857142857,Right-wing,224,64
Labour and Freedom List,0.0357142857142857,Right-wing,28,64
M5S,0.4050632911392405,Other,79,64
LeU,0.3813559322033898,Left-wing,118,64
The Union,0.8333333333333334,Left-wing,6,64
PD,0.4354838709677419,Left-wing,124,64
Civil Revolution,0.1485148514851485,Left-wing,202,64
SEL,0.5483870967741935,Left-wing,62,64
Autonomy Liberty Participation Ecology,0.02803738317757,Other,107,64
PaP,0.8085642317380353,Left-wing,397,64
UDC,0.4951456310679611,Other,103,64
SVP,0.2276422764227642,Left-wing,123,64
Northern League,0.6534090909090909,Right-wing,176,64
The Olive Tree,0.0857142857142857,Left-wing,140,64
Civic Choice,0.7,Left-wing,70,64
Communist Refoundation Party,0.6756756756756757,Left-wing,37,64
European Democracy,0.3793103448275862,Other,145,64
Casapound,0.8035714285714286,Right-wing,56,64
Houses of Freedom,0.2152284263959391,Right-wing,985,64
Forward Italy,0.3210862619808307,Right-wing,626,64
PdL,0.948955916473318,Right-wing,862,64
Italy of Values,0.7200315457413249,Other,2536,64
Democratic Center,0.0,Other,228,65
Brothers of Italy,0.6335403726708074,Right-wing,161,65
Labour and Freedom List,0.1904761904761904,Right-wing,84,65
The Union,0.3305084745762712,Left-wing,118,65
M5S,0.6982758620689655,Other,116,65
LeU,0.2054794520547945,Left-wing,73,65
PD,0.3049645390070922,Left-wing,423,65
Civil Revolution,0.3,Left-wing,30,65
SEL,0.2887029288702928,Left-wing,239,65
Autonomy Liberty Participation Ecology,0.328042328042328,Other,189,65
PaP,0.6923076923076923,Left-wing,26,65
SVP,0.2668759811616955,Left-wing,637,65
Northern League,0.4282178217821782,Right-wing,404,65
UDC,0.2307692307692307,Other,156,65
The Olive Tree,0.1836734693877551,Left-wing,98,65
Civic Choice,0.2638888888888889,Left-wing,72,65
Communist Refoundation Party,0.3387096774193548,Left-wing,124,65
