party,score,orientation,counts,random_state
Union for a Popular Movement,0.2966360856269113,Right-wing,327,53
Socialist Party,0.2339181286549707,Left-wing,342,53
National Front,0.5318559556786704,Right-wing,722,53
Left Front,0.2065217391304347,Left-wing,92,53
Centrist Alliance,0.2578616352201258,Other,159,53
Left Radical Party,0.125,Left-wing,168,53
Democratic Mouvement,0.2287735849056603,Right-wing,424,53
French Communist Party,0.2278481012658227,Left-wing,79,53
Resistons,0.429718875502008,Left-wing,498,53
Nouveau Parti Anticapitaliste,0.4384,Left-wing,625,53
The Greens,0.3510373443983402,Left-wing,1205,53
Debout la France,0.3063791554357592,Right-wing,1113,53
Republic Onwards!,0.1376146788990825,Other,109,54
Indomitable France,0.512396694214876,Left-wing,121,54
Radical Party,0.1142857142857142,Right-wing,70,54
New Centre,0.1919191919191919,Other,99,54
Union of Democrats and Independents,0.1180555555555555,Right-wing,144,54
Union for a Popular Movement,0.1981981981981982,Right-wing,333,54
National Front,0.4368029739776952,Right-wing,538,54
Socialist Party,0.1761102603369065,Left-wing,653,54
Left Front,0.1806451612903225,Left-wing,155,54
Centrist Alliance,0.2295081967213114,Other,305,54
Left Radical Party,0.2142857142857142,Left-wing,238,54
Democratic Mouvement,0.1652542372881356,Right-wing,472,54
French Communist Party,0.3260869565217391,Left-wing,92,54
Resistons,0.2192,Left-wing,625,54
Nouveau Parti Anticapitaliste,0.2124352331606217,Left-wing,193,54
The Greens,0.254606365159129,Left-wing,597,54
Debout la France,0.1081967213114754,Right-wing,305,54
Republic Onwards!,0.2631578947368421,Other,76,55
Indomitable France,0.1428571428571428,Left-wing,14,55
New Centre,0.0958904109589041,Other,73,55
Centrist Alliance,0.1111111111111111,Other,18,55
Union of Democrats and Independents,0.2272727272727272,Right-wing,132,55
Union for a Popular Movement,0.1951672862453531,Right-wing,538,55
National Front,0.4693877551020408,Right-wing,392,55
Socialist Party,0.1921824104234527,Left-wing,307,55
Left Front,0.1768707482993197,Left-wing,147,55
Radical Party,0.2788018433179723,Right-wing,434,55
Left Radical Party,0.1363636363636363,Left-wing,242,55
Democratic Mouvement,0.142602495543672,Right-wing,561,55
French Communist Party,0.2771084337349397,Left-wing,498,55
Resistons,0.2260273972602739,Left-wing,292,55
Nouveau Parti Anticapitaliste,0.1759364358683314,Left-wing,881,55
The Greens,0.202020202020202,Left-wing,792,55
Debout la France,0.1392757660167131,Right-wing,359,55
Republic Onwards!,0.3333333333333333,Other,9,56
Indomitable France,0.1942446043165467,Left-wing,139,56
Radical Party,0.1477272727272727,Right-wing,88,56
New Centre,0.2777777777777778,Other,18,56
Union of Democrats and Independents,0.1937984496124031,Right-wing,129,56
Union for a Popular Movement,0.2016129032258064,Right-wing,496,56
National Front,0.6192468619246861,Right-wing,239,56
Socialist Party,0.2088353413654618,Left-wing,498,56
Left Front,0.2631578947368421,Left-wing,76,56
Centrist Alliance,0.1478260869565217,Other,115,56
Left Radical Party,0.1712962962962963,Left-wing,216,56
Democratic Mouvement,0.3046875,Right-wing,384,56
French Communist Party,0.275797373358349,Left-wing,533,56
Resistons,0.2043132803632236,Left-wing,881,56
Nouveau Parti Anticapitaliste,0.1702127659574468,Left-wing,235,56
The Greens,0.195375176970269,Left-wing,2119,56
Debout la France,0.1664611590628853,Right-wing,811,56
Republic Onwards!,0.1985815602836879,Other,141,57
Indomitable France,0.375,Left-wing,104,57
New Centre,0.1041666666666666,Other,96,57
Centrist Alliance,0.2147239263803681,Other,163,57
Union of Democrats and Independents,0.148,Right-wing,250,57
Union for a Popular Movement,0.203579418344519,Right-wing,447,57
National Front,0.4633507853403141,Right-wing,382,57
Socialist Party,0.1967213114754098,Left-wing,610,57
Left Front,0.2342342342342342,Left-wing,111,57
Radical Party,0.2716981132075471,Right-wing,265,57
Left Radical Party,0.1764705882352941,Left-wing,170,57
Democratic Mouvement,0.1993006993006993,Right-wing,286,57
French Communist Party,0.2025316455696202,Left-wing,79,57
Resistons,0.1994609164420485,Left-wing,1113,57
Nouveau Parti Anticapitaliste,0.1524822695035461,Left-wing,282,57
The Greens,0.1728,Left-wing,625,57
Debout la France,0.2768496420047732,Right-wing,419,57
Republic Onwards!,0.3636363636363636,Other,11,58
Indomitable France,0.6538461538461539,Left-wing,26,58
New Centre,0.2129032258064516,Other,155,58
Union of Democrats and Independents,0.4210526315789473,Right-wing,171,58
Union for a Popular Movement,0.313588850174216,Right-wing,287,58
Socialist Party,0.392156862745098,Left-wing,408,58
National Front,0.5481400437636762,Right-wing,914,58
Left Radical Party,0.3795620437956204,Left-wing,137,58
Left Front,0.2894736842105263,Left-wing,76,58
Radical Party,0.1985815602836879,Right-wing,141,58
Centrist Alliance,0.3851851851851852,Other,270,58
Democratic Mouvement,0.3741496598639456,Right-wing,294,58
French Communist Party,0.3471502590673575,Left-wing,386,58
Resistons,0.415041782729805,Left-wing,359,58
Nouveau Parti Anticapitaliste,0.2227979274611398,Left-wing,193,58
The Greens,0.3378469871360867,Left-wing,1477,58
Debout la France,0.4655797101449275,Right-wing,552,58
Republic Onwards!,0.1525423728813559,Other,59,59
Indomitable France,0.4025157232704403,Left-wing,159,59
New Centre,0.2688172043010752,Other,93,59
Union of Democrats and Independents,0.3214285714285714,Right-wing,28,59
Union for a Popular Movement,0.1837524177949709,Right-wing,517,59
National Front,0.5458089668615984,Right-wing,513,59
Socialist Party,0.232,Left-wing,375,59
Left Radical Party,0.2446351931330472,Left-wing,233,59
Left Front,0.1,Left-wing,10,59
Radical Party,0.2685185185185185,Right-wing,108,59
Centrist Alliance,0.1867219917012448,Other,241,59
Democratic Mouvement,0.1818181818181818,Right-wing,242,59
French Communist Party,0.3315907393577296,Left-wing,1339,59
Resistons,0.4436090225563909,Left-wing,931,59
Nouveau Parti Anticapitaliste,0.2779369627507163,Left-wing,349,59
The Greens,0.1838407494145199,Left-wing,854,59
Debout la France,0.3114446529080675,Right-wing,533,59
Republic Onwards!,0.2689486552567237,Other,409,60
Indomitable France,0.7631578947368421,Left-wing,76,60
New Centre,0.3333333333333333,Other,84,60
Centrist Alliance,0.2152317880794702,Other,302,60
Union of Democrats and Independents,0.2512820512820513,Right-wing,195,60
Union for a Popular Movement,0.3677248677248677,Right-wing,378,60
Socialist Party,0.25,Left-wing,192,60
National Front,0.5440613026819924,Right-wing,522,60
Left Front,0.2156862745098039,Left-wing,102,60
Radical Party,0.2096774193548387,Right-wing,124,60
Left Radical Party,0.3066666666666666,Left-wing,225,60
Democratic Mouvement,0.2942643391521197,Right-wing,401,60
French Communist Party,0.3726114649681528,Left-wing,314,60
Resistons,0.2417707150964812,Left-wing,881,60
Nouveau Parti Anticapitaliste,0.3291139240506329,Left-wing,79,60
The Greens,0.2481265611990008,Left-wing,1201,60
Debout la France,0.1956521739130435,Right-wing,92,60
Republic Onwards!,0.2941176470588235,Other,85,61
Indomitable France,0.6370370370370371,Left-wing,405,61
Centrist Alliance,0.275,Other,80,61
New Centre,0.3209876543209876,Other,81,61
Union of Democrats and Independents,0.2977099236641221,Right-wing,131,61
Union for a Popular Movement,0.2073434125269978,Right-wing,463,61
Socialist Party,0.273356401384083,Left-wing,289,61
National Front,0.323943661971831,Right-wing,142,61
Left Front,0.3134328358208955,Left-wing,268,61
Radical Party,0.303030303030303,Right-wing,99,61
Left Radical Party,0.2342342342342342,Left-wing,222,61
Democratic Mouvement,0.2857142857142857,Right-wing,469,61
French Communist Party,0.155440414507772,Left-wing,386,61
Resistons,0.2718052738336714,Left-wing,493,61
Nouveau Parti Anticapitaliste,0.4438964241676942,Left-wing,811,61
The Greens,0.3330658105939005,Left-wing,1246,61
Debout la France,0.4311594202898551,Right-wing,552,61
Republic Onwards!,0.1575757575757575,Other,165,62
Indomitable France,0.5365853658536586,Left-wing,82,62
New Centre,0.1885245901639344,Other,122,62
Centrist Alliance,0.35,Other,80,62
Union of Democrats and Independents,0.167420814479638,Right-wing,221,62
Union for a Popular Movement,0.1789473684210526,Right-wing,285,62
Socialist Party,0.3226495726495726,Left-wing,468,62
National Front,0.364741641337386,Right-wing,329,62
Left Front,0.155,Left-wing,400,62
Radical Party,0.1359223300970873,Right-wing,103,62
Left Radical Party,0.1517412935323383,Left-wing,402,62
Democratic Mouvement,0.2797927461139896,Right-wing,386,62
French Communist Party,0.4818652849740932,Left-wing,193,62
Resistons,0.2378223495702005,Left-wing,349,62
Nouveau Parti Anticapitaliste,0.3287671232876712,Left-wing,292,62
The Greens,0.2222222222222222,Left-wing,1206,62
Debout la France,0.2673031026252983,Right-wing,419,62
Republic Onwards!,0.26,Other,100,63
Indomitable France,0.4166666666666667,Left-wing,96,63
Centrist Alliance,0.1951219512195122,Other,82,63
New Centre,0.3421052631578947,Other,76,63
Union of Democrats and Independents,0.1184210526315789,Right-wing,76,63
Union for a Popular Movement,0.1901639344262295,Right-wing,305,63
National Front,0.4880952380952381,Right-wing,168,63
Socialist Party,0.1611570247933884,Left-wing,484,63
Left Front,0.2272727272727272,Left-wing,110,63
Radical Party,0.2485207100591716,Right-wing,169,63
Left Radical Party,0.1543408360128617,Left-wing,311,63
Democratic Mouvement,0.2027972027972027,Right-wing,572,63
French Communist Party,0.2471994025392083,Left-wing,1339,63
Resistons,0.2391304347826087,Left-wing,92,63
Nouveau Parti Anticapitaliste,0.2694300518134715,Left-wing,193,63
The Greens,0.2557848655409631,Left-wing,1599,63
Debout la France,0.2531214528944381,Right-wing,881,63
Republic Onwards!,0.4329268292682927,Other,164,64
Indomitable France,0.6902173913043478,Left-wing,184,64
New Centre,0.2043010752688172,Other,93,64
Centrist Alliance,0.6641221374045801,Other,131,64
Union of Democrats and Independents,0.5555555555555556,Right-wing,9,64
Union for a Popular Movement,0.3925729442970822,Right-wing,754,64
National Front,0.6067019400352733,Right-wing,567,64
Socialist Party,0.2965779467680608,Left-wing,263,64
Left Front,0.1911764705882352,Left-wing,68,64
Radical Party,0.3157894736842105,Right-wing,76,64
Left Radical Party,0.3840830449826989,Left-wing,289,64
Democratic Mouvement,0.4205816554809843,Right-wing,447,64
French Communist Party,0.4212765957446808,Left-wing,235,64
Resistons,0.4401114206128134,Left-wing,359,64
Nouveau Parti Anticapitaliste,0.5217391304347826,Left-wing,92,64
The Greens,0.3551724137931034,Left-wing,1450,64
Debout la France,0.4522292993630573,Right-wing,314,64
Republic Onwards!,0.2580645161290322,Other,186,65
Indomitable France,0.7875,Left-wing,80,65
Centrist Alliance,0.1654676258992805,Other,139,65
New Centre,0.1538461538461538,Other,13,65
Union of Democrats and Independents,0.2641509433962264,Right-wing,106,65
Union for a Popular Movement,0.1926751592356688,Right-wing,628,65
Socialist Party,0.2605932203389831,Left-wing,472,65
National Front,0.5061391541609823,Right-wing,733,65
Left Front,0.1538461538461538,Left-wing,26,65
Radical Party,0.2121212121212121,Right-wing,33,65
Left Radical Party,0.2356902356902357,Left-wing,297,65
Democratic Mouvement,0.1818181818181818,Right-wing,220,65
French Communist Party,0.4038668098818475,Left-wing,931,65
Resistons,0.3160621761658031,Left-wing,193,65
Nouveau Parti Anticapitaliste,0.1934426229508196,Left-wing,305,65
The Greens,0.3487544483985765,Left-wing,843,65
Debout la France,0.302536231884058,Right-wing,552,65
Republic Onwards!,0.3529411764705882,Other,17,66
Indomitable France,0.5466666666666666,Left-wing,75,66
Radical Party,0.1046511627906976,Right-wing,86,66
New Centre,0.391304347826087,Other,69,66
Union of Democrats and Independents,0.1625,Right-wing,80,66
Union for a Popular Movement,0.2574257425742574,Right-wing,404,66
National Front,0.5448818897637795,Right-wing,635,66
Socialist Party,0.2005494505494505,Left-wing,364,66
Left Front,0.1509433962264151,Left-wing,106,66
Centrist Alliance,0.3529411764705882,Other,102,66
Left Radical Party,0.2964824120603015,Left-wing,199,66
Democratic Mouvement,0.2260869565217391,Right-wing,460,66
French Communist Party,0.3448275862068966,Left-wing,493,66
Resistons,0.1382978723404255,Left-wing,282,66
Nouveau Parti Anticapitaliste,0.2922636103151863,Left-wing,349,66
The Greens,0.4153485647334505,Left-wing,1707,66
Debout la France,0.3063791554357592,Right-wing,1113,66
Republic Onwards!,0.175438596491228,Other,57,67
Indomitable France,0.419753086419753,Left-wing,81,67
Radical Party,0.2580645161290322,Right-wing,31,67
New Centre,0.2554744525547445,Other,137,67
Union of Democrats and Independents,0.2480620155038759,Right-wing,258,67
Union for a Popular Movement,0.2447916666666666,Right-wing,192,67
Socialist Party,0.2590529247910863,Left-wing,359,67
National Front,0.5703125,Right-wing,640,67
Left Front,0.1824817518248175,Left-wing,274,67
Centrist Alliance,0.2258064516129032,Other,124,67
Left Radical Party,0.2123552123552123,Left-wing,259,67
Democratic Mouvement,0.2630331753554502,Right-wing,422,67
French Communist Party,0.1970649895178197,Left-wing,477,67
Resistons,0.280806572068708,Left-wing,1339,67
Nouveau Parti Anticapitaliste,0.5169491525423728,Left-wing,236,67
The Greens,0.3443223443223443,Left-wing,819,67
Debout la France,0.226950354609929,Right-wing,282,67
Republic Onwards!,0.1977186311787072,Other,263,68
Indomitable France,0.4349442379182156,Left-wing,269,68
Centrist Alliance,0.26,Other,150,68
New Centre,0.25,Other,20,68
Union of Democrats and Independents,0.3453237410071942,Right-wing,139,68
Union for a Popular Movement,0.2138492871690427,Right-wing,491,68
Socialist Party,0.1352313167259786,Left-wing,281,68
National Front,0.4807017543859649,Right-wing,285,68
Left Front,0.3157894736842105,Left-wing,133,68
Radical Party,0.2592592592592592,Right-wing,54,68
Left Radical Party,0.21875,Left-wing,288,68
Democratic Mouvement,0.1739130434782608,Right-wing,161,68
French Communist Party,0.2539208364451082,Left-wing,1339,68
Resistons,0.3008356545961003,Left-wing,359,68
Nouveau Parti Anticapitaliste,0.2425531914893617,Left-wing,235,68
The Greens,0.2528379772961816,Left-wing,1938,68
Debout la France,0.6595744680851063,Right-wing,282,68
Republic Onwards!,0.3424657534246575,Other,73,69
Indomitable France,0.4918032786885246,Left-wing,61,69
Radical Party,0.2702702702702703,Right-wing,74,69
New Centre,0.2458628841607565,Other,423,69
Union of Democrats and Independents,0.2622950819672131,Right-wing,122,69
Union for a Popular Movement,0.1929824561403508,Right-wing,285,69
National Front,0.56957928802589,Right-wing,618,69
Socialist Party,0.2162162162162162,Left-wing,259,69
Left Front,0.1970260223048327,Left-wing,269,69
Centrist Alliance,0.2878787878787879,Other,132,69
Left Radical Party,0.236734693877551,Left-wing,245,69
Democratic Mouvement,0.2272727272727272,Right-wing,242,69
French Communist Party,0.248,Left-wing,625,69
Resistons,0.2524590163934426,Left-wing,305,69
Nouveau Parti Anticapitaliste,0.2653061224489796,Left-wing,931,69
The Greens,0.2710187932739861,Left-wing,1011,69
Debout la France,0.3393782383419689,Right-wing,386,69
Republic Onwards!,0.3863636363636363,Other,88,70
Indomitable France,0.5912408759124088,Left-wing,137,70
New Centre,0.2642487046632124,Other,193,70
Centrist Alliance,0.7692307692307693,Other,13,70
Union of Democrats and Independents,0.2077922077922078,Right-wing,77,70
Union for a Popular Movement,0.4033149171270718,Right-wing,543,70
Socialist Party,0.3440514469453376,Left-wing,311,70
National Front,0.6391304347826087,Right-wing,460,70
Left Front,0.3212996389891697,Left-wing,277,70
Radical Party,0.3655913978494624,Right-wing,93,70
Left Radical Party,0.3692307692307692,Left-wing,130,70
Democratic Mouvement,0.3694581280788177,Right-wing,406,70
French Communist Party,0.5536374845869297,Left-wing,811,70
Resistons,0.4131147540983607,Left-wing,305,70
Nouveau Parti Anticapitaliste,0.4413741598207618,Left-wing,1339,70
The Greens,0.4905362776025236,Left-wing,634,70
Debout la France,0.4510739856801909,Right-wing,419,70
Republic Onwards!,0.1927710843373494,Other,83,71
Indomitable France,0.4974619289340101,Left-wing,197,71
New Centre,0.165625,Other,320,71
Centrist Alliance,0.1875,Other,64,71
Union of Democrats and Independents,0.1857142857142857,Right-wing,70,71
Union for a Popular Movement,0.23841059602649,Right-wing,453,71
Socialist Party,0.25,Left-wing,636,71
National Front,0.5584905660377358,Right-wing,265,71
Left Front,0.3435582822085889,Left-wing,163,71
Radical Party,0.3,Right-wing,80,71
Left Radical Party,0.3205128205128205,Left-wing,234,71
Democratic Mouvement,0.1934523809523809,Right-wing,336,71
French Communist Party,0.2120838471023428,Left-wing,811,71
Resistons,0.2797927461139896,Left-wing,193,71
Nouveau Parti Anticapitaliste,0.3404940923737916,Left-wing,931,71
The Greens,0.2269662921348314,Left-wing,445,71
Debout la France,0.2536231884057971,Right-wing,552,71
Republic Onwards!,0.0869565217391304,Other,23,72
Indomitable France,0.46524064171123,Left-wing,187,72
New Centre,0.1267605633802817,Other,71,72
Centrist Alliance,0.1659919028340081,Other,247,72
Union of Democrats and Independents,0.2372881355932203,Right-wing,59,72
Union for a Popular Movement,0.2464985994397759,Right-wing,714,72
National Front,0.4307692307692308,Right-wing,325,72
Socialist Party,0.242489270386266,Left-wing,466,72
Left Front,0.2066115702479339,Left-wing,121,72
Radical Party,0.1823899371069182,Right-wing,159,72
Left Radical Party,0.2132701421800948,Left-wing,211,72
Democratic Mouvement,0.1818181818181818,Right-wing,429,72
French Communist Party,0.2389558232931727,Left-wing,498,72
Resistons,0.1659574468085106,Left-wing,235,72
Nouveau Parti Anticapitaliste,0.2061403508771929,Left-wing,228,72
The Greens,0.231629392971246,Left-wing,1252,72
Debout la France,0.2464183381088825,Right-wing,349,72
Republic Onwards!,0.2465753424657534,Other,73,73
Indomitable France,0.4704142011834319,Left-wing,338,73
Radical Party,0.1566265060240964,Right-wing,249,73
New Centre,0.1648351648351648,Other,182,73
Union of Democrats and Independents,0.0919540229885057,Right-wing,87,73
Union for a Popular Movement,0.1396011396011396,Right-wing,702,73
Socialist Party,0.1300813008130081,Left-wing,369,73
National Front,0.4077669902912621,Right-wing,103,73
Left Front,0.1529411764705882,Left-wing,85,73
Centrist Alliance,0.1064638783269961,Other,263,73
Left Radical Party,0.1806451612903225,Left-wing,155,73
Democratic Mouvement,0.1177884615384615,Right-wing,416,73
French Communist Party,0.2420382165605095,Left-wing,314,73
Resistons,0.1479713603818615,Left-wing,419,73
Nouveau Parti Anticapitaliste,0.1787564766839378,Left-wing,386,73
The Greens,0.1635514018691588,Left-wing,856,73
Debout la France,0.2192028985507246,Right-wing,552,73
Republic Onwards!,0.2198581560283688,Other,141,74
Indomitable France,0.7361111111111112,Left-wing,72,74
New Centre,0.1700680272108843,Other,147,74
Centrist Alliance,0.3333333333333333,Other,21,74
Union of Democrats and Independents,0.3636363636363636,Right-wing,11,74
Union for a Popular Movement,0.1666666666666666,Right-wing,324,74
Socialist Party,0.1939163498098859,Left-wing,263,74
National Front,0.4600840336134453,Right-wing,476,74
Left Front,0.3435114503816794,Left-wing,131,74
Radical Party,0.2751842751842752,Right-wing,407,74
Left Radical Party,0.2842639593908629,Left-wing,197,74
Democratic Mouvement,0.2464387464387464,Right-wing,702,74
French Communist Party,0.1782729805013927,Left-wing,359,74
Resistons,0.5169491525423728,Left-wing,236,74
Nouveau Parti Anticapitaliste,0.2368421052631578,Left-wing,228,74
The Greens,0.2213375796178344,Left-wing,1256,74
Debout la France,0.2111237230419977,Right-wing,881,74
Republic Onwards!,0.3636363636363636,Other,22,75
Indomitable France,0.6063829787234043,Left-wing,94,75
Centrist Alliance,0.284313725490196,Other,102,75
New Centre,0.3857142857142857,Other,70,75
Union of Democrats and Independents,0.3189655172413793,Right-wing,232,75
Union for a Popular Movement,0.2483221476510067,Right-wing,447,75
National Front,0.536178107606679,Right-wing,539,75
Socialist Party,0.2093023255813953,Left-wing,129,75
Left Front,0.2251655629139073,Left-wing,151,75
Radical Party,0.2857142857142857,Right-wing,133,75
Left Radical Party,0.3114035087719298,Left-wing,228,75
Democratic Mouvement,0.2315112540192926,Right-wing,311,75
French Communist Party,0.2542565266742338,Left-wing,881,75
Resistons,0.5078125,Left-wing,256,75
Nouveau Parti Anticapitaliste,0.2646239554317549,Left-wing,359,75
The Greens,0.3900946021146355,Left-wing,1797,75
Debout la France,0.3495058400718778,Right-wing,1113,75
Republic Onwards!,0.1722488038277512,Other,418,76
Indomitable France,0.2803030303030303,Left-wing,132,76
Radical Party,0.2288135593220339,Right-wing,118,76
New Centre,0.1071428571428571,Other,112,76
Union of Democrats and Independents,0.1470588235294117,Right-wing,272,76
Union for a Popular Movement,0.1895551257253385,Right-wing,517,76
Socialist Party,0.2583333333333333,Left-wing,120,76
National Front,0.4943820224719101,Right-wing,178,76
Left Front,0.1596638655462184,Left-wing,119,76
Centrist Alliance,0.5642857142857143,Other,140,76
Left Radical Party,0.1610738255033557,Left-wing,149,76
Democratic Mouvement,0.1794258373205741,Right-wing,418,76
French Communist Party,0.298311444652908,Left-wing,533,76
Resistons,0.1888,Left-wing,625,76
Nouveau Parti Anticapitaliste,0.2740341419586702,Left-wing,1113,76
The Greens,0.2490671641791045,Left-wing,1072,76
Debout la France,0.1560283687943262,Right-wing,282,76
Republic Onwards!,0.146551724137931,Other,116,77
Indomitable France,0.5698924731182796,Left-wing,93,77
Centrist Alliance,0.1764705882352941,Other,17,77
New Centre,0.2105263157894736,Other,57,77
Union of Democrats and Independents,0.2467532467532467,Right-wing,154,77
Union for a Popular Movement,0.1680327868852459,Right-wing,732,77
National Front,0.3421052631578947,Right-wing,266,77
Socialist Party,0.2865731462925852,Left-wing,499,77
Left Front,0.2264150943396226,Left-wing,53,77
Radical Party,0.1505376344086021,Right-wing,93,77
Left Radical Party,0.1019108280254777,Left-wing,157,77
Democratic Mouvement,0.2114695340501792,Right-wing,279,77
French Communist Party,0.216867469879518,Left-wing,498,77
Resistons,0.2065217391304347,Left-wing,92,77
Nouveau Parti Anticapitaliste,0.1344019728729963,Left-wing,811,77
The Greens,0.2057920140412461,Left-wing,2279,77
Debout la France,0.2439024390243902,Right-wing,533,77
Republic Onwards!,0.2521739130434782,Other,115,78
Indomitable France,0.5223880597014925,Left-wing,67,78
New Centre,0.234866828087167,Other,413,78
Centrist Alliance,0.1274509803921568,Other,102,78
Union of Democrats and Independents,0.328,Right-wing,125,78
Union for a Popular Movement,0.2162162162162162,Right-wing,481,78
National Front,0.4823529411764706,Right-wing,510,78
Socialist Party,0.1829787234042553,Left-wing,235,78
Left Front,0.1923076923076923,Left-wing,130,78
Radical Party,0.1566265060240964,Right-wing,166,78
Left Radical Party,0.2049689440993788,Left-wing,161,78
Democratic Mouvement,0.223264540337711,Right-wing,533,78
French Communist Party,0.3297872340425531,Left-wing,282,78
Resistons,0.2534818941504178,Left-wing,359,78
Nouveau Parti Anticapitaliste,0.2120343839541547,Left-wing,349,78
The Greens,0.2508305647840531,Left-wing,602,78
Debout la France,0.2599318955732123,Right-wing,881,78
Republic Onwards!,0.288135593220339,Other,59,79
Indomitable France,0.2941176470588235,Left-wing,17,79
Centrist Alliance,0.3700787401574803,Other,127,79
New Centre,0.3846153846153846,Other,169,79
Union of Democrats and Independents,0.2537688442211055,Right-wing,398,79
Union for a Popular Movement,0.2296296296296296,Right-wing,270,79
Socialist Party,0.28125,Left-wing,288,79
National Front,0.5605381165919282,Right-wing,669,79
Left Front,0.189873417721519,Left-wing,79,79
Radical Party,0.1851851851851851,Right-wing,351,79
Left Radical Party,0.2149122807017544,Left-wing,228,79
Democratic Mouvement,0.2647058823529412,Right-wing,204,79
French Communist Party,0.1622807017543859,Left-wing,228,79
Resistons,0.2054507337526205,Left-wing,477,79
Nouveau Parti Anticapitaliste,0.2478421701602959,Left-wing,811,79
The Greens,0.3514644351464435,Left-wing,1195,79
Debout la France,0.3844011142061281,Right-wing,359,79
Republic Onwards!,0.1111111111111111,Other,18,80
Indomitable France,0.509090909090909,Left-wing,55,80
Radical Party,0.1111111111111111,Right-wing,9,80
New Centre,0.1219512195121951,Other,82,80
Union of Democrats and Independents,0.2755102040816326,Right-wing,98,80
Union for a Popular Movement,0.1398601398601398,Right-wing,429,80
Socialist Party,0.1633165829145728,Left-wing,398,80
National Front,0.3967213114754098,Right-wing,305,80
Left Front,0.0916334661354581,Left-wing,251,80
Centrist Alliance,0.148014440433213,Other,277,80
Left Radical Party,0.1666666666666666,Left-wing,150,80
Democratic Mouvement,0.1101895734597156,Right-wing,844,80
French Communist Party,0.2406015037593984,Left-wing,931,80
Resistons,0.1115618661257606,Left-wing,493,80
Nouveau Parti Anticapitaliste,0.1521739130434782,Left-wing,92,80
The Greens,0.2234234234234234,Left-wing,1110,80
Debout la France,0.2421875,Right-wing,256,80
Republic Onwards!,0.1975806451612903,Other,248,81
Indomitable France,0.3037974683544304,Left-wing,79,81
Centrist Alliance,0.2105263157894736,Other,57,81
New Centre,0.1333333333333333,Other,90,81
Union of Democrats and Independents,0.1363636363636363,Right-wing,66,81
Union for a Popular Movement,0.243859649122807,Right-wing,570,81
Socialist Party,0.1876019575856443,Left-wing,613,81
National Front,0.5067750677506775,Right-wing,369,81
Left Front,0.1904761904761904,Left-wing,84,81
Radical Party,0.209090909090909,Right-wing,110,81
Left Radical Party,0.1410788381742738,Left-wing,241,81
Democratic Mouvement,0.20817843866171,Right-wing,269,81
French Communist Party,0.3432203389830508,Left-wing,236,81
Resistons,0.199481865284974,Left-wing,386,81
Nouveau Parti Anticapitaliste,0.2519863791146424,Left-wing,881,81
The Greens,0.2403560830860534,Left-wing,1685,81
Debout la France,0.2391304347826087,Right-wing,92,81
Republic Onwards!,0.4117647058823529,Other,17,82
Indomitable France,0.5892857142857143,Left-wing,168,82
New Centre,0.2115384615384615,Other,104,82
Centrist Alliance,0.2584269662921348,Other,89,82
Union of Democrats and Independents,0.1323529411764706,Right-wing,68,82
Union for a Popular Movement,0.2213333333333333,Right-wing,375,82
National Front,0.5321969696969697,Right-wing,528,82
Socialist Party,0.3038821954484605,Left-wing,747,82
Left Front,0.1071428571428571,Left-wing,84,82
Radical Party,0.2368421052631578,Right-wing,114,82
Left Radical Party,0.2191435768261964,Left-wing,397,82
Democratic Mouvement,0.2981818181818181,Right-wing,275,82
French Communist Party,0.351063829787234,Left-wing,282,82
Resistons,0.3314415437003405,Left-wing,881,82
Nouveau Parti Anticapitaliste,0.1986301369863013,Left-wing,292,82
The Greens,0.4254920337394564,Left-wing,1067,82
Debout la France,0.3678756476683937,Right-wing,193,82
Republic Onwards!,0.2115384615384615,Other,52,83
Indomitable France,0.6028368794326241,Left-wing,141,83
Centrist Alliance,0.1827956989247312,Other,93,83
New Centre,0.2385321100917431,Other,109,83
Union of Democrats and Independents,0.1527777777777778,Right-wing,72,83
Union for a Popular Movement,0.461038961038961,Right-wing,308,83
Socialist Party,0.2430278884462151,Left-wing,502,83
National Front,0.4899082568807339,Right-wing,545,83
Left Front,0.375,Left-wing,24,83
Radical Party,0.2492113564668769,Right-wing,317,83
Left Radical Party,0.1619047619047619,Left-wing,105,83
Democratic Mouvement,0.3275261324041811,Right-wing,574,83
French Communist Party,0.3536,Left-wing,625,83
Resistons,0.3424657534246575,Left-wing,292,83
Nouveau Parti Anticapitaliste,0.339058999253174,Left-wing,1339,83
The Greens,0.4440944881889764,Left-wing,635,83
Debout la France,0.4872881355932203,Right-wing,236,83
Republic Onwards!,0.293103448275862,Other,116,84
Indomitable France,0.5294117647058824,Left-wing,170,84
New Centre,0.4047619047619047,Other,126,84
Centrist Alliance,0.2875,Other,80,84
Union of Democrats and Independents,0.3133333333333333,Right-wing,150,84
Union for a Popular Movement,0.2456140350877192,Right-wing,171,84
Socialist Party,0.3125,Left-wing,128,84
National Front,0.5689404934687954,Right-wing,689,84
Left Front,0.2611464968152866,Left-wing,157,84
Radical Party,0.4358974358974359,Right-wing,156,84
Left Radical Party,0.3060240963855422,Left-wing,415,84
Democratic Mouvement,0.198051948051948,Right-wing,308,84
French Communist Party,0.479462285287528,Left-wing,1339,84
Resistons,0.3446808510638298,Left-wing,235,84
Nouveau Parti Anticapitaliste,0.4957627118644068,Left-wing,236,84
The Greens,0.328879753340185,Left-wing,973,84
