party,year,score,orientation,counts,random_state
Free Democratic Party,2017,0.3112659698025551,Right-wing,861,47
Free Democratic Party,2009,0.247457627118644,Right-wing,295,47
The Left,2009,0.3899253731343283,Left-wing,536,47
Alternative for Germany,2017,0.335,Right-wing,200,47
Christian Democratic Union-Christian Social Union,2017,0.25,Right-wing,396,47
Alliance‘90-Greens,2009,0.2330508474576271,Left-wing,236,47
Social Democratic Party of Germany,2017,0.2006861063464837,Left-wing,583,47
Party of Democratic Socialism,2005,0.2564102564102564,Left-wing,195,47
Social Democratic Party of Germany,2013,0.247787610619469,Left-wing,452,47
Alliance‘90-Greens,2002,0.2474489795918367,Left-wing,392,47
Free Democratic Party,2002,0.3402489626556016,Right-wing,241,47
Social Democratic Party of Germany,2009,0.2748091603053435,Left-wing,131,47
Free Democratic Party,2013,0.2105263157894736,Right-wing,304,47
Party of Democratic Socialism,2002,0.2557077625570776,Left-wing,219,47
The Left,2017,0.3333333333333333,Left-wing,225,47
Alliance‘90-Greens,2017,0.2675324675324675,Left-wing,385,47
Alternative for Germany,2013,0.4341085271317829,Right-wing,129,47
Christian Democratic Union-Christian Social Union,2005,0.2020997375328084,Right-wing,381,47
Alliance‘90-Greens,2005,0.2952380952380952,Left-wing,105,47
Social Democratic Party of Germany,2005,0.24,Left-wing,125,47
Social Democratic Party of Germany,2002,0.3129032258064516,Left-wing,310,47
Christian Democratic Union-Christian Social Union,2009,0.2857142857142857,Right-wing,7,47
Pirates,2013,0.2872340425531915,Other,752,47
Alternative for Germany,2017,0.5231277533039648,Right-wing,908,48
Alternative for Germany,2013,0.5480916030534351,Right-wing,655,48
The Left,2013,0.4260089686098655,Left-wing,223,48
Free Democratic Party,2017,0.2126436781609195,Right-wing,348,48
Alliance‘90-Greens,2013,0.273449920508744,Left-wing,629,48
Free Democratic Party,2002,0.2389937106918239,Right-wing,159,48
Alliance‘90-Greens,2002,0.2868632707774799,Left-wing,373,48
Party of Democratic Socialism,2002,0.2420814479638009,Left-wing,442,48
Social Democratic Party of Germany,2013,0.2180094786729857,Left-wing,422,48
Alliance‘90-Greens,2017,0.1925465838509316,Left-wing,161,48
Christian Democratic Union-Christian Social Union,2013,0.2174940898345153,Right-wing,423,48
Free Democratic Party,2005,0.2465373961218836,Right-wing,361,48
Alliance‘90-Greens,2009,0.2119815668202765,Left-wing,217,48
Christian Democratic Union-Christian Social Union,2009,0.1828908554572271,Right-wing,339,48
Free Democratic Party,2009,0.2448979591836734,Right-wing,98,48
Christian Democratic Union-Christian Social Union,2017,0.3835616438356164,Right-wing,292,48
Social Democratic Party of Germany,2017,0.1712538226299694,Left-wing,327,48
Free Democratic Party,2013,0.2824074074074074,Right-wing,216,48
Social Democratic Party of Germany,2009,0.2574257425742574,Left-wing,303,48
Social Democratic Party of Germany,2002,0.2437810945273631,Left-wing,201,48
The Left,2017,0.2477064220183486,Left-wing,109,48
Christian Democratic Union-Christian Social Union,2002,0.4899082568807339,Right-wing,545,48
Alliance‘90-Greens,2005,0.2705314009661835,Left-wing,414,48
Party of Democratic Socialism,2005,0.2188841201716738,Left-wing,233,48
Christian Democratic Union-Christian Social Union,2005,0.2301587301587301,Right-wing,126,48
Social Democratic Party of Germany,2005,0.1696428571428571,Left-wing,224,48
The Left,2009,0.5,Left-wing,10,48
Pirates,2013,0.2362525458248472,Other,982,48
Free Democratic Party,2017,0.3088888888888889,Right-wing,450,49
Social Democratic Party of Germany,2005,0.2261029411764706,Left-wing,544,49
Christian Democratic Union-Christian Social Union,2013,0.2554517133956386,Right-wing,321,49
The Left,2017,0.5917312661498708,Left-wing,387,49
The Left,2009,0.56875,Left-wing,320,49
Alliance‘90-Greens,2017,0.2174887892376681,Left-wing,446,49
Alliance‘90-Greens,2005,0.2982954545454545,Left-wing,352,49
Alternative for Germany,2013,0.3333333333333333,Right-wing,138,49
The Left,2013,0.2727272727272727,Left-wing,297,49
Free Democratic Party,2005,0.2019543973941368,Right-wing,614,49
Social Democratic Party of Germany,2017,0.2552204176334107,Left-wing,862,49
Party of Democratic Socialism,2002,0.327319587628866,Left-wing,388,49
Alliance‘90-Greens,2009,0.2627345844504021,Left-wing,373,49
Party of Democratic Socialism,2005,0.2074468085106383,Left-wing,376,49
Christian Democratic Union-Christian Social Union,2005,0.4575342465753425,Right-wing,365,49
Christian Democratic Union-Christian Social Union,2002,0.3259259259259259,Right-wing,270,49
Free Democratic Party,2013,0.2,Right-wing,235,49
Social Democratic Party of Germany,2002,0.361344537815126,Left-wing,238,49
Alternative for Germany,2017,0.4088888888888889,Right-wing,225,49
Social Democratic Party of Germany,2013,0.2795275590551181,Left-wing,254,49
Social Democratic Party of Germany,2009,0.3473684210526316,Left-wing,190,49
Christian Democratic Union-Christian Social Union,2009,0.2608695652173913,Right-wing,207,49
Free Democratic Party,2009,0.4690265486725664,Right-wing,226,49
Christian Democratic Union-Christian Social Union,2017,0.4672897196261682,Right-wing,107,49
Alliance‘90-Greens,2013,0.2734375,Left-wing,128,49
Free Democratic Party,2002,0.2886597938144329,Right-wing,97,49
Alliance‘90-Greens,2002,0.5,Left-wing,8,49
Pirates,2013,0.1911069063386944,Other,2114,49
Social Democratic Party of Germany,2013,0.3543543543543543,Left-wing,666,50
The Left,2009,0.4214123006833713,Left-wing,878,50
The Left,2013,0.3744680851063829,Left-wing,235,50
Alliance‘90-Greens,2005,0.2641509433962264,Left-wing,371,50
Christian Democratic Union-Christian Social Union,2017,0.4044943820224719,Right-wing,89,50
Alliance‘90-Greens,2009,0.2080291970802919,Left-wing,274,50
Alliance‘90-Greens,2017,0.2080924855491329,Left-wing,346,50
Free Democratic Party,2017,0.1752873563218391,Right-wing,348,50
Social Democratic Party of Germany,2017,0.2366071428571428,Left-wing,224,50
Christian Democratic Union-Christian Social Union,2002,0.203883495145631,Right-wing,206,50
Free Democratic Party,2005,0.1671469740634005,Right-wing,347,50
Alternative for Germany,2017,0.4170616113744075,Right-wing,211,50
Party of Democratic Socialism,2005,0.2836538461538461,Left-wing,624,50
Party of Democratic Socialism,2002,0.3284671532846715,Left-wing,411,50
Alliance‘90-Greens,2013,0.4048964218455744,Left-wing,531,50
Social Democratic Party of Germany,2009,0.2117117117117117,Left-wing,444,50
Alliance‘90-Greens,2002,0.2077562326869806,Left-wing,361,50
Alternative for Germany,2013,0.3598233995584989,Right-wing,453,50
Social Democratic Party of Germany,2002,0.3848684210526316,Left-wing,304,50
Free Democratic Party,2002,0.1490683229813664,Right-wing,161,50
Christian Democratic Union-Christian Social Union,2013,0.3244147157190635,Right-wing,299,50
Social Democratic Party of Germany,2005,0.2325581395348837,Left-wing,215,50
Free Democratic Party,2013,0.1899038461538461,Right-wing,416,50
Free Democratic Party,2009,0.2651515151515151,Right-wing,132,50
Christian Democratic Union-Christian Social Union,2005,0.3108108108108108,Right-wing,148,50
The Left,2017,0.2222222222222222,Left-wing,9,50
Christian Democratic Union-Christian Social Union,2009,0.2177419354838709,Right-wing,124,50
Pirates,2013,0.1609042553191489,Other,752,50
Christian Democratic Union-Christian Social Union,2005,0.2682119205298013,Right-wing,302,51
Alliance‘90-Greens,2009,0.3107344632768362,Left-wing,354,51
Free Democratic Party,2005,0.2065217391304347,Right-wing,92,51
Social Democratic Party of Germany,2002,0.2388392857142857,Left-wing,448,51
Alliance‘90-Greens,2005,0.2246575342465753,Left-wing,365,51
Party of Democratic Socialism,2005,0.2126348228043143,Left-wing,649,51
The Left,2009,0.2939068100358423,Left-wing,558,51
Christian Democratic Union-Christian Social Union,2002,0.2611683848797251,Right-wing,291,51
Social Democratic Party of Germany,2017,0.1912144702842377,Left-wing,387,51
Free Democratic Party,2002,0.2572706935123042,Right-wing,894,51
Christian Democratic Union-Christian Social Union,2013,0.2456140350877192,Right-wing,228,51
Party of Democratic Socialism,2002,0.1772428884026258,Left-wing,457,51
Alliance‘90-Greens,2017,0.2191780821917808,Left-wing,219,51
Free Democratic Party,2017,0.143236074270557,Right-wing,377,51
Alternative for Germany,2017,0.4341463414634146,Right-wing,205,51
Alliance‘90-Greens,2013,0.2122641509433962,Left-wing,212,51
Alliance‘90-Greens,2002,0.2049180327868852,Left-wing,244,51
The Left,2013,0.5729442970822282,Left-wing,377,51
Free Democratic Party,2013,0.1113043478260869,Right-wing,575,51
Alternative for Germany,2013,0.3967391304347826,Right-wing,368,51
Social Democratic Party of Germany,2013,0.4831460674157303,Left-wing,356,51
The Left,2017,0.3254716981132075,Left-wing,212,51
Christian Democratic Union-Christian Social Union,2009,0.2713178294573643,Right-wing,129,51
Social Democratic Party of Germany,2005,0.2103448275862069,Left-wing,290,51
Christian Democratic Union-Christian Social Union,2017,0.2512820512820513,Right-wing,195,51
Social Democratic Party of Germany,2009,0.3008849557522124,Left-wing,113,51
Free Democratic Party,2009,0.2222222222222222,Right-wing,9,51
Pirates,2013,0.1557377049180328,Other,488,51
Social Democratic Party of Germany,2002,0.220253164556962,Left-wing,395,52
Social Democratic Party of Germany,2009,0.2146341463414634,Left-wing,410,52
Alliance‘90-Greens,2005,0.2404580152671755,Left-wing,262,52
Christian Democratic Union-Christian Social Union,2005,0.3103448275862069,Right-wing,348,52
Free Democratic Party,2013,0.3032786885245901,Right-wing,122,52
Alternative for Germany,2013,0.2417061611374407,Right-wing,211,52
The Left,2013,0.3237822349570201,Left-wing,349,52
Social Democratic Party of Germany,2017,0.2507836990595611,Left-wing,638,52
Alliance‘90-Greens,2017,0.2508398656215005,Left-wing,893,52
Christian Democratic Union-Christian Social Union,2009,0.2922374429223744,Right-wing,219,52
Christian Democratic Union-Christian Social Union,2013,0.2122905027932961,Right-wing,537,52
Christian Democratic Union-Christian Social Union,2002,0.3049853372434017,Right-wing,341,52
Christian Democratic Union-Christian Social Union,2017,0.4223300970873786,Right-wing,206,52
Social Democratic Party of Germany,2013,0.2207207207207207,Left-wing,222,52
Social Democratic Party of Germany,2005,0.2262443438914027,Left-wing,442,52
Party of Democratic Socialism,2005,0.2077922077922078,Left-wing,308,52
Free Democratic Party,2009,0.2473867595818815,Right-wing,287,52
Alternative for Germany,2017,0.4814189189189189,Right-wing,592,52
Free Democratic Party,2002,0.2018140589569161,Right-wing,441,52
Free Democratic Party,2017,0.2032786885245901,Right-wing,305,52
The Left,2017,0.291866028708134,Left-wing,209,52
Alliance‘90-Greens,2013,0.3263888888888889,Left-wing,144,52
Free Democratic Party,2005,0.225,Right-wing,120,52
Alliance‘90-Greens,2002,0.3255813953488372,Left-wing,172,52
Party of Democratic Socialism,2002,0.3076923076923077,Left-wing,13,52
Alliance‘90-Greens,2009,0.4502487562189055,Left-wing,402,52
The Left,2009,0.4851485148514851,Left-wing,101,52
Pirates,2013,0.271900826446281,Other,1210,52
Social Democratic Party of Germany,2013,0.3004807692307692,Left-wing,416,53
Free Democratic Party,2002,0.242152466367713,Right-wing,892,53
Christian Democratic Union-Christian Social Union,2005,0.2737520128824476,Right-wing,621,53
Christian Democratic Union-Christian Social Union,2002,0.2844444444444444,Right-wing,225,53
Alternative for Germany,2017,0.5855072463768116,Right-wing,345,53
Party of Democratic Socialism,2002,0.281767955801105,Left-wing,543,53
Free Democratic Party,2005,0.4,Right-wing,135,53
Free Democratic Party,2017,0.3773584905660377,Right-wing,106,53
The Left,2009,0.3387622149837133,Left-wing,307,53
Alliance‘90-Greens,2017,0.2314410480349345,Left-wing,229,53
Alternative for Germany,2013,0.4870967741935484,Right-wing,310,53
The Left,2013,0.5443037974683544,Left-wing,395,53
Social Democratic Party of Germany,2017,0.2751677852348993,Left-wing,149,53
Alliance‘90-Greens,2002,0.2608695652173913,Left-wing,322,53
Christian Democratic Union-Christian Social Union,2009,0.2555555555555555,Right-wing,90,53
Party of Democratic Socialism,2005,0.1647254575707154,Left-wing,601,53
Christian Democratic Union-Christian Social Union,2017,0.282051282051282,Right-wing,195,53
Christian Democratic Union-Christian Social Union,2013,0.5756302521008403,Right-wing,238,53
Free Democratic Party,2013,0.2219451371571072,Right-wing,401,53
Social Democratic Party of Germany,2005,0.5353846153846153,Left-wing,325,53
Social Democratic Party of Germany,2009,0.3982683982683982,Left-wing,462,53
Social Democratic Party of Germany,2002,0.4140969162995594,Left-wing,227,53
The Left,2017,0.6143617021276596,Left-wing,376,53
Alliance‘90-Greens,2009,0.3100775193798449,Left-wing,258,53
Free Democratic Party,2009,0.324396782841823,Right-wing,373,53
Alliance‘90-Greens,2005,0.3076923076923077,Left-wing,208,53
Alliance‘90-Greens,2013,0.3636363636363636,Left-wing,11,53
Pirates,2013,0.3193018480492813,Other,974,53
Free Democratic Party,2005,0.4823008849557522,Right-wing,226,54
Party of Democratic Socialism,2005,0.3900523560209424,Left-wing,382,54
Social Democratic Party of Germany,2005,0.3919413919413919,Left-wing,273,54
Christian Democratic Union-Christian Social Union,2005,0.3270089285714285,Right-wing,896,54
Social Democratic Party of Germany,2002,0.2754010695187165,Left-wing,374,54
Christian Democratic Union-Christian Social Union,2009,0.3259259259259259,Right-wing,135,54
Free Democratic Party,2009,0.360919540229885,Right-wing,435,54
The Left,2017,0.4113207547169811,Left-wing,530,54
Social Democratic Party of Germany,2013,0.2493368700265252,Left-wing,377,54
Christian Democratic Union-Christian Social Union,2002,0.4493243243243243,Right-wing,296,54
Alliance‘90-Greens,2017,0.3605947955390334,Left-wing,269,54
Christian Democratic Union-Christian Social Union,2013,0.1845637583892617,Right-wing,596,54
Alliance‘90-Greens,2013,0.2137404580152671,Left-wing,393,54
Social Democratic Party of Germany,2009,0.3502304147465437,Left-wing,217,54
Free Democratic Party,2013,0.228395061728395,Right-wing,162,54
The Left,2013,0.4536585365853658,Left-wing,205,54
Alliance‘90-Greens,2005,0.1578947368421052,Left-wing,342,54
Christian Democratic Union-Christian Social Union,2017,0.2803347280334728,Right-wing,239,54
The Left,2009,0.5372460496613995,Left-wing,443,54
Social Democratic Party of Germany,2017,0.381294964028777,Left-wing,417,54
Party of Democratic Socialism,2002,0.2676056338028169,Left-wing,142,54
Alliance‘90-Greens,2002,0.2402402402402402,Left-wing,333,54
Alliance‘90-Greens,2009,0.3513513513513513,Left-wing,296,54
Free Democratic Party,2017,0.3873873873873873,Right-wing,222,54
Free Democratic Party,2002,0.1555555555555555,Right-wing,90,54
Alternative for Germany,2013,0.4552845528455284,Right-wing,123,54
Alternative for Germany,2017,0.4,Right-wing,5,54
Pirates,2013,0.3557237464522232,Other,2114,54
Free Democratic Party,2013,0.2618296529968454,Right-wing,317,55
Free Democratic Party,2002,0.2927461139896373,Right-wing,386,55
Alliance‘90-Greens,2002,0.2576271186440678,Left-wing,590,55
The Left,2017,0.5393258426966292,Left-wing,178,55
Alternative for Germany,2013,0.428909952606635,Right-wing,422,55
Social Democratic Party of Germany,2009,0.2009273570324575,Left-wing,647,55
The Left,2013,0.3317073170731707,Left-wing,205,55
Alliance‘90-Greens,2005,0.2323943661971831,Left-wing,142,55
Free Democratic Party,2005,0.4292035398230088,Right-wing,226,55
Christian Democratic Union-Christian Social Union,2005,0.3622641509433962,Right-wing,265,55
Free Democratic Party,2017,0.4339622641509434,Right-wing,371,55
Christian Democratic Union-Christian Social Union,2017,0.2753950338600451,Right-wing,443,55
Christian Democratic Union-Christian Social Union,2013,0.2636363636363636,Right-wing,440,55
Party of Democratic Socialism,2002,0.2312138728323699,Left-wing,865,55
Party of Democratic Socialism,2005,0.2391304347826087,Left-wing,184,55
Alliance‘90-Greens,2013,0.1973434535104364,Left-wing,527,55
Free Democratic Party,2009,0.2864321608040201,Right-wing,398,55
Social Democratic Party of Germany,2005,0.301994301994302,Left-wing,351,55
Alliance‘90-Greens,2017,0.2531645569620253,Left-wing,316,55
Alliance‘90-Greens,2009,0.4157608695652174,Left-wing,368,55
Christian Democratic Union-Christian Social Union,2002,0.3029315960912052,Right-wing,307,55
The Left,2009,0.4193548387096774,Left-wing,124,55
Alternative for Germany,2017,0.3657407407407407,Right-wing,216,55
Social Democratic Party of Germany,2017,0.2626262626262626,Left-wing,99,55
Social Democratic Party of Germany,2013,0.3544973544973545,Left-wing,189,55
Social Democratic Party of Germany,2002,0.3097345132743362,Left-wing,113,55
Christian Democratic Union-Christian Social Union,2009,0.3,Right-wing,10,55
Pirates,2013,0.3522920203735144,Other,1178,55
Christian Democratic Union-Christian Social Union,2017,0.2413793103448276,Right-wing,464,56
Alliance‘90-Greens,2013,0.2255772646536412,Left-wing,563,56
Free Democratic Party,2009,0.2552631578947368,Right-wing,380,56
Christian Democratic Union-Christian Social Union,2013,0.2889733840304182,Right-wing,263,56
Social Democratic Party of Germany,2009,0.2540381791483113,Left-wing,681,56
Free Democratic Party,2013,0.3828828828828828,Right-wing,222,56
Alternative for Germany,2017,0.4172494172494173,Right-wing,429,56
Free Democratic Party,2005,0.2191780821917808,Right-wing,146,56
The Left,2009,0.6033519553072626,Left-wing,358,56
Social Democratic Party of Germany,2017,0.1894273127753304,Left-wing,227,56
Christian Democratic Union-Christian Social Union,2002,0.2745098039215686,Right-wing,867,56
Alliance‘90-Greens,2009,0.5164179104477612,Left-wing,335,56
Party of Democratic Socialism,2002,0.3316831683168317,Left-wing,404,56
Christian Democratic Union-Christian Social Union,2005,0.3901515151515151,Right-wing,264,56
Social Democratic Party of Germany,2002,0.3288888888888889,Left-wing,225,56
Social Democratic Party of Germany,2013,0.2086513994910941,Left-wing,393,56
Alliance‘90-Greens,2002,0.3494623655913978,Left-wing,186,56
Alliance‘90-Greens,2005,0.2226148409893993,Left-wing,283,56
The Left,2017,0.3542039355992844,Left-wing,559,56
The Left,2013,0.5252808988764045,Left-wing,356,56
Free Democratic Party,2002,0.4568965517241379,Right-wing,232,56
Alternative for Germany,2013,0.4207920792079208,Right-wing,202,56
Social Democratic Party of Germany,2005,0.2888888888888888,Left-wing,135,56
Party of Democratic Socialism,2005,0.3083333333333333,Left-wing,120,56
Free Democratic Party,2017,0.2802768166089965,Right-wing,289,56
Christian Democratic Union-Christian Social Union,2009,0.1979166666666666,Right-wing,96,56
Alliance‘90-Greens,2017,0.3,Left-wing,10,56
Pirates,2013,0.3710743801652892,Other,1210,56
Social Democratic Party of Germany,2002,0.1338383838383838,Left-wing,396,57
Christian Democratic Union-Christian Social Union,2002,0.1788617886178861,Right-wing,246,57
Alliance‘90-Greens,2002,0.1485587583148558,Left-wing,451,57
Free Democratic Party,2017,0.175,Right-wing,280,57
Social Democratic Party of Germany,2013,0.1234256926952141,Left-wing,397,57
Free Democratic Party,2005,0.1961668545659526,Right-wing,887,57
Christian Democratic Union-Christian Social Union,2017,0.1963746223564954,Right-wing,331,57
Social Democratic Party of Germany,2017,0.1739130434782608,Left-wing,644,57
Alternative for Germany,2013,0.2722222222222222,Right-wing,360,57
The Left,2009,0.3063829787234042,Left-wing,235,57
The Left,2013,0.234375,Left-wing,512,57
Alliance‘90-Greens,2017,0.1614349775784753,Left-wing,446,57
Christian Democratic Union-Christian Social Union,2013,0.2247557003257329,Right-wing,307,57
Alliance‘90-Greens,2005,0.1474654377880184,Left-wing,217,57
Alliance‘90-Greens,2013,0.154054054054054,Left-wing,370,57
Alliance‘90-Greens,2009,0.2041522491349481,Left-wing,289,57
Free Democratic Party,2013,0.1727748691099476,Right-wing,191,57
Christian Democratic Union-Christian Social Union,2009,0.2392156862745098,Right-wing,255,57
Christian Democratic Union-Christian Social Union,2005,0.2115942028985507,Right-wing,345,57
Alternative for Germany,2017,0.4154929577464789,Right-wing,142,57
Party of Democratic Socialism,2005,0.1935483870967742,Left-wing,217,57
Free Democratic Party,2009,0.2288828337874659,Right-wing,367,57
Social Democratic Party of Germany,2009,0.2321428571428571,Left-wing,112,57
Free Democratic Party,2002,0.1368078175895765,Right-wing,614,57
Social Democratic Party of Germany,2005,0.2983870967741935,Left-wing,124,57
The Left,2017,0.3211009174311927,Left-wing,218,57
Party of Democratic Socialism,2002,0.2666666666666666,Left-wing,90,57
Pirates,2013,0.25,Other,32,57
Free Democratic Party,2002,0.2714285714285714,Right-wing,210,58
Alliance‘90-Greens,2009,0.306701030927835,Left-wing,388,58
Social Democratic Party of Germany,2002,0.3115942028985507,Left-wing,414,58
Social Democratic Party of Germany,2013,0.33889816360601,Left-wing,599,58
The Left,2017,0.4604651162790698,Left-wing,215,58
Party of Democratic Socialism,2005,0.3354037267080745,Left-wing,644,58
Alliance‘90-Greens,2013,0.4314442413162705,Left-wing,547,58
Alliance‘90-Greens,2002,0.4113924050632911,Left-wing,158,58
Party of Democratic Socialism,2002,0.3658536585365853,Left-wing,205,58
Christian Democratic Union-Christian Social Union,2009,0.2430939226519337,Right-wing,362,58
Social Democratic Party of Germany,2005,0.2083333333333333,Left-wing,168,58
Alliance‘90-Greens,2005,0.2749326145552561,Left-wing,371,58
Alliance‘90-Greens,2017,0.2346041055718475,Left-wing,341,58
Christian Democratic Union-Christian Social Union,2005,0.3926701570680628,Right-wing,382,58
Alternative for Germany,2017,0.4930555555555556,Right-wing,864,58
Free Democratic Party,2017,0.4006622516556291,Right-wing,302,58
Christian Democratic Union-Christian Social Union,2017,0.2847457627118644,Right-wing,295,58
The Left,2013,0.4316239316239316,Left-wing,234,58
Social Democratic Party of Germany,2009,0.1927710843373494,Left-wing,332,58
Alternative for Germany,2013,0.408695652173913,Right-wing,115,58
Free Democratic Party,2005,0.3096330275229357,Right-wing,436,58
Free Democratic Party,2013,0.3017241379310345,Right-wing,232,58
Social Democratic Party of Germany,2017,0.4076923076923077,Left-wing,260,58
The Left,2009,0.4807692307692308,Left-wing,312,58
Christian Democratic Union-Christian Social Union,2002,0.46875,Right-wing,128,58
Free Democratic Party,2009,0.2857142857142857,Right-wing,91,58
Christian Democratic Union-Christian Social Union,2013,0.4,Right-wing,5,58
Pirates,2013,0.4383468834688347,Other,1476,58
Free Democratic Party,2013,0.2968036529680365,Right-wing,876,59
Social Democratic Party of Germany,2017,0.3075117370892019,Left-wing,426,59
Alternative for Germany,2013,0.4189189189189189,Right-wing,370,59
Alliance‘90-Greens,2002,0.2992125984251969,Left-wing,254,59
Alliance‘90-Greens,2017,0.3793103448275862,Left-wing,406,59
Free Democratic Party,2017,0.3842364532019704,Right-wing,203,59
Free Democratic Party,2009,0.3457711442786069,Right-wing,402,59
Social Democratic Party of Germany,2002,0.1933333333333333,Left-wing,150,59
Social Democratic Party of Germany,2005,0.279126213592233,Left-wing,412,59
Christian Democratic Union-Christian Social Union,2009,0.3166666666666666,Right-wing,300,59
Alliance‘90-Greens,2005,0.21,Left-wing,600,59
Alternative for Germany,2017,0.4739495798319327,Right-wing,595,59
Social Democratic Party of Germany,2009,0.1532467532467532,Left-wing,385,59
Free Democratic Party,2002,0.3333333333333333,Right-wing,312,59
The Left,2009,0.5679824561403509,Left-wing,456,59
Alliance‘90-Greens,2013,0.3430656934306569,Left-wing,137,59
Christian Democratic Union-Christian Social Union,2013,0.1145833333333333,Right-wing,96,59
The Left,2013,0.3771929824561403,Left-wing,228,59
Free Democratic Party,2005,0.2762430939226519,Right-wing,543,59
Christian Democratic Union-Christian Social Union,2017,0.3140495867768595,Right-wing,242,59
Social Democratic Party of Germany,2013,0.1626016260162601,Left-wing,246,59
Alliance‘90-Greens,2009,0.1947368421052631,Left-wing,380,59
Christian Democratic Union-Christian Social Union,2005,0.2448979591836734,Right-wing,294,59
Christian Democratic Union-Christian Social Union,2002,0.1290322580645161,Right-wing,155,59
The Left,2017,0.5966850828729282,Left-wing,181,59
Party of Democratic Socialism,2002,0.2857142857142857,Left-wing,7,59
Party of Democratic Socialism,2005,0.3431372549019608,Left-wing,102,59
Pirates,2013,0.5142566191446029,Other,982,59
Alliance‘90-Greens,2009,0.3501259445843829,Left-wing,397,60
Alliance‘90-Greens,2002,0.5205882352941177,Left-wing,340,60
Free Democratic Party,2005,0.314207650273224,Right-wing,366,60
Free Democratic Party,2002,0.2186915887850467,Right-wing,535,60
Free Democratic Party,2017,0.1865546218487395,Right-wing,595,60
Social Democratic Party of Germany,2002,0.2649350649350649,Left-wing,385,60
Social Democratic Party of Germany,2005,0.1923076923076923,Left-wing,884,60
Alliance‘90-Greens,2005,0.310657596371882,Left-wing,441,60
Alliance‘90-Greens,2013,0.2679738562091503,Left-wing,306,60
Christian Democratic Union-Christian Social Union,2002,0.4328358208955223,Right-wing,134,60
Social Democratic Party of Germany,2013,0.164763458401305,Left-wing,613,60
Alternative for Germany,2017,0.5596590909090909,Right-wing,352,60
Christian Democratic Union-Christian Social Union,2013,0.3723404255319149,Right-wing,282,60
Alliance‘90-Greens,2017,0.2345679012345679,Left-wing,405,60
Christian Democratic Union-Christian Social Union,2009,0.3270676691729323,Right-wing,266,60
The Left,2009,0.3617021276595745,Left-wing,94,60
The Left,2013,0.3670886075949367,Left-wing,237,60
Christian Democratic Union-Christian Social Union,2005,0.248502994011976,Right-wing,334,60
Free Democratic Party,2009,0.2542372881355932,Right-wing,295,60
Social Democratic Party of Germany,2017,0.2202643171806167,Left-wing,227,60
Alternative for Germany,2013,0.4242424242424242,Right-wing,231,60
The Left,2017,0.4319526627218935,Left-wing,169,60
Free Democratic Party,2013,0.4405594405594406,Right-wing,143,60
Christian Democratic Union-Christian Social Union,2017,0.3744075829383886,Right-wing,211,60
Party of Democratic Socialism,2005,0.4436619718309859,Left-wing,142,60
Party of Democratic Socialism,2002,0.502283105022831,Left-wing,219,60
Social Democratic Party of Germany,2009,0.4285714285714285,Left-wing,7,60
Pirates,2013,0.274390243902439,Other,1476,60
Social Democratic Party of Germany,2017,0.4772727272727273,Left-wing,132,61
The Left,2013,0.5340501792114696,Left-wing,279,61
Christian Democratic Union-Christian Social Union,2005,0.2910798122065727,Right-wing,426,61
Alliance‘90-Greens,2013,0.1995359628770301,Left-wing,431,61
Social Democratic Party of Germany,2013,0.272020725388601,Left-wing,386,61
Party of Democratic Socialism,2005,0.4906103286384976,Left-wing,426,61
Christian Democratic Union-Christian Social Union,2009,0.1787234042553191,Right-wing,235,61
Free Democratic Party,2005,0.3648648648648648,Right-wing,222,61
Alternative for Germany,2017,0.6058201058201058,Right-wing,378,61
Party of Democratic Socialism,2002,0.3291139240506329,Left-wing,237,61
The Left,2009,0.579250720461095,Left-wing,347,61
Christian Democratic Union-Christian Social Union,2017,0.2699530516431925,Right-wing,852,61
Free Democratic Party,2013,0.2848101265822785,Right-wing,158,61
Alliance‘90-Greens,2005,0.3183023872679045,Left-wing,377,61
Free Democratic Party,2009,0.2580645161290322,Right-wing,558,61
The Left,2017,0.3668122270742358,Left-wing,458,61
Alliance‘90-Greens,2017,0.1696750902527075,Left-wing,554,61
Social Democratic Party of Germany,2002,0.342756183745583,Left-wing,283,61
Social Democratic Party of Germany,2009,0.2680851063829787,Left-wing,235,61
Alliance‘90-Greens,2002,0.4890829694323144,Left-wing,229,61
Christian Democratic Union-Christian Social Union,2013,0.2193548387096774,Right-wing,620,61
Alliance‘90-Greens,2009,0.4654654654654654,Left-wing,333,61
Free Democratic Party,2017,0.22,Right-wing,100,61
Christian Democratic Union-Christian Social Union,2002,0.3068965517241379,Right-wing,290,61
Social Democratic Party of Germany,2005,0.3801169590643274,Left-wing,171,61
Alternative for Germany,2013,0.5748792270531401,Right-wing,207,61
Free Democratic Party,2002,0.4,Right-wing,10,61
Pirates,2013,0.5037974683544304,Other,395,61
Alternative for Germany,2017,0.4626506024096385,Right-wing,415,62
The Left,2017,0.3112128146453089,Left-wing,437,62
Christian Democratic Union-Christian Social Union,2002,0.2555555555555555,Right-wing,900,62
Alternative for Germany,2013,0.5702917771883289,Right-wing,377,62
Free Democratic Party,2005,0.2559523809523809,Right-wing,336,62
The Left,2009,0.5335051546391752,Left-wing,388,62
Party of Democratic Socialism,2005,0.1879194630872483,Left-wing,149,62
Social Democratic Party of Germany,2002,0.213953488372093,Left-wing,215,62
Alliance‘90-Greens,2009,0.215547703180212,Left-wing,283,62
